# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,35.5,3.84,19.75,2.77,20.25,3.27
250,33.5,12.99,16.5,4.72,22.5,1.5
500,42,0,9,3.67,20.25,1.3
750,41.5,1.5,12.33,0.47,18,2.45
1000,35.25,2.49,19.5,3.35,24.25,0.43
1250,36,0,20.25,3.34,18.25,2.38
1500,36.25,2.49,16.67,4.64,22.33,2.36
1750,34.75,5.21,18.5,4.92,19.25,4.26
2000,40.67,1.25,15.5,3.91,23.67,2.05
2250,42.67,0.47,9,2,20.25,0.83
2500,43.75,1.64,9.75,3.27,15.5,4.15
2750,35.75,3.27,17.5,3.91,18.5,3.91
3000,35.25,1.3,21.5,2.69,19.5,1.5
3250,35.25,1.3,16.5,1.12,22.25,0.83
3500,37.75,3.27,19.75,2.77,19.75,0.83
3750,39,2.12,16.25,5.12,21,7.07
4000,42.5,0.87,10,4,19.67,0.94
4250,41.5,2.5,11.25,3.03,15.75,3.9
4500,36.67,0.94,17.25,3.42,22.33,2.49
4750,36.75,0.83,22.75,1.3,19,2.92
5000,36.33,0.47,19.25,0.83,17,0.82
5250,35,1.41,20.33,0.94,21.75,1.79
5500,37.5,3.35,22.5,2.06,22,1
5750,38.75,1.79,18.5,4.39,21.75,3.9
6000,42.25,1.79,7,2.74,17,2.92
6250,39,4.24,14.75,2.59,22.25,2.05
6500,36,0,24,0,18.67,5.19
6750,36.67,0.47,19.5,1.5,19.67,0.94
7000,34.5,1.5,20.25,0.83,23,1.22
7250,34.75,2.95,22,1.58,22,2.12
7500,31.33,7.85,18.67,4.99,22.25,2.38
7750,41.5,0.87,11,5.05,21.75,1.48
8000,44,1.22,12.5,3.5,14,6.44
8250,36.75,3.27,19,3.39,23.75,1.79
8500,36,0,21.5,2.18,18.75,1.3
8750,33.75,1.3,18.25,1.64,22.25,0.83
9000,37.5,3.84,21.75,3.34,20.5,0.87
9250,38.75,1.79,14.5,7.37,20.5,5.36
9500,41.75,0.43,9,1,18.67,0.47
9750,41,1.73,11,0,15.75,2.86
10000,34,2.94,17.25,3.96,23,0.82
10250,36,0,21.25,2.38,18,3.67
10500,35.25,1.3,19.25,3.11,21.25,2.05
10750,34.5,1.5,20,4.97,22,3.56
11000,35,8.75,16.75,4.76,21.75,2.86
11250,43,1.58,9.5,1.12,18,5.79
11500,39,4.24,13.67,2.36,19,5.05
11750,36,0,21.5,2.29,19.5,3.84
12000,36,0,16.33,1.89,21,0
12250,33.75,1.3,18.5,2.29,18.5,0.5
12500,36.67,2.62,20.67,2.49,18,4.32
12750,39.5,1.12,15.5,5.5,21,1.87
13000,42.33,0.47,13,1,20,1.73
13250,43,2.83,13.33,1.89,17,1.41
13500,35.25,2.49,18,4.47,21.5,2.5
13750,36,0,18.25,3.77,19,1.22
14000,35.5,2.87,16.75,4.15,20.5,1.5
14250,36,3.67,20.25,2.68,17.75,5.85
14500,40.75,1.09,14,2.35,22,1.22
14750,43.5,1.12,11,1.73,16.5,4.56
15000,39.5,4.27,16.67,1.25,22.67,1.89
15250,35.25,1.3,22,2.83,18.33,5.79
15500,36,0,20,2.12,19,2.16
15750,36.25,1.09,21,0,22.75,1.3
16000,34.33,5.44,18.33,6.6,23,1.58
16250,41.33,0.94,12,3,22,1
16500,43,0.71,6.33,2.49,19.5,2.06
16750,43.25,2.49,11.25,4.15,12.25,2.17
17000,35.25,2.49,18.75,3.03,22.5,2.69
17250,36,0,19,4.06,19,2.83
17500,36.75,1.3,18.75,4.02,20.75,1.79
17750,35.33,4.11,21.67,1.25,19,5.2
18000,40.25,1.09,11.75,6.98,18.25,3.49
18250,42.33,0.47,11,0,17,1
18500,39,4.64,14,3.74,15,3.67
18750,35.25,1.3,20,4.24,20.25,2.59
19000,36,0,18.25,1.92,20.67,0.47
19250,36.75,3.9,20.25,1.48,20.25,1.3
19500,37.33,1.25,17,2.83,18.5,4.15
19750,41,1.22,13.75,1.79,22,0.82
20000,42.67,0.94,6.75,3.27,22.75,0.83
20250,42.75,0.83,9,1.41,19.25,2.49
20500,40.25,3.56,13.75,3.03,16,3.24
20750,36,0,21.25,3.9,19.5,2.69
21000,35.25,1.3,15,2.45,22,2.83
21250,31.75,3.03,20.75,1.79,21.25,2.77
