# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,37,1,20,6.16,21.25,2.17
250,34.33,2.36,20.25,10.57,11.67,1.25
500,31,3.56,18.67,2.49,18.5,2.6
750,36.75,2.86,13.75,2.86,19.5,1.5
1000,42,0.71,13.25,2.05,19,1.87
1250,34.5,4.97,16.75,3.96,16.25,3.03
1500,34.5,1.5,24.5,0.5,16,0
1750,29.33,6.55,17,6.38,19.25,2.28
2000,37.25,4.02,16.5,3.84,20.75,1.92
2250,43.5,1.5,18.67,0.94,12.67,4.78
2500,36.75,2.59,11,4.97,20.75,1.79
2750,32,1.41,23.75,0.43,16,0.82
3000,32.25,6.18,17.5,3.57,16.75,4.32
3250,39,2.24,12.25,6.76,21.25,0.43
3500,42.33,0.47,11,5.89,19.5,4.5
3750,38.8,3.43,14.4,3.14,14.75,1.48
4000,35,1.41,19.33,0.94,13.25,5.63
4250,35.75,4.44,17.25,1.48,18,0
4500,37.5,1.5,12.75,5.93,16,1
4750,42,0.71,17.25,2.28,16.67,1.7
5000,39,2.24,12.75,7.46,16.75,3.27
5250,34.25,3.03,19.5,2.18,14.75,2.68
5500,30.75,6.83,15.25,3.49,12.25,1.64
5750,36.75,3.9,13,5.61,12.75,2.49
6000,42.75,1.09,17.5,2.18,19.25,2.49
6250,40.5,2.69,17.25,4.32,17.33,1.7
6500,34.67,3.09,18,0.82,20,1
6750,33,3.67,18.5,0.5,14.5,3.35
7000,36,2.16,10.75,5.26,17,3.56
7250,43,1.22,16.5,2.06,17.5,3.5
7500,39,3,18.5,2.5,18,2.83
7750,35.25,1.3,21.5,2.29,18,4.3
8000,33.5,2.87,19,2.45,14.67,2.49
8250,28.75,7.82,18,2.12,18.75,1.92
8500,42,1.87,16.5,1.8,21,2.12
8750,42,2.12,16.75,2.59,17.25,3.34
9000,36.33,0.47,22.5,0.5,18.5,2.5
9250,32,5.74,16.75,1.09,12.67,3.3
9500,36.75,2.49,17.5,3.35,16.25,1.79
9750,42,1.22,15,2.24,17.25,2.38
10000,38.25,3.77,16.33,1.25,16.5,3.64
10250,35.25,1.3,21,2.45,13.5,3.84
10500,35,2.83,16.67,1.25,16,0
10750,35.75,2.95,14,6.6,14.75,2.38
11000,40.33,1.25,17.67,2.49,19.25,2.49
11250,43.67,1.89,13.67,5.44,20,3.16
11500,36.25,3.9,18,3.08,13,3.54
11750,33,2.12,18.25,1.79,9,6.38
12000,36.5,4.09,16.5,1.5,15.33,1.7
12250,39,0.82,14.67,4.03,16.75,3.34
12500,42,0,16.5,4.5,15.75,1.3
12750,39,2.24,17,2.94,20.33,1.7
13000,36.75,0.83,21,1.87,13,5.48
13250,34.75,4.76,15.75,1.3,15.5,1.5
13500,31.5,5.59,16,3.81,17.75,1.79
13750,41.75,1.79,15.25,2.17,20,2.45
14000,40.5,4.5,16.5,3.57,17,2.24
14250,35.75,1.79,19.75,1.3,11.5,5.55
14500,37.25,2.95,16.5,2.87,16,1.58
14750,36,5.79,15.67,2.62,15,0
15000,42.5,1.5,16.5,1.5,21.25,1.92
15250,40,5.34,16,5.24,17.25,2.86
15500,34.67,3.4,19,4.06,14.33,3.3
15750,34,2.12,17.5,2.5,10,6.96
16000,27.8,10.5,16.67,3.4,15.4,3.67
16250,41.75,1.64,15.75,2.77,17.75,2.77
16500,40.5,3.64,16.5,2.18,19.75,2.49
16750,34.67,3.4,20,4.18,13.67,5.25
17000,34.5,2.6,18.75,3.96,14.6,4.5
17250,28.67,6.6,17.25,1.48,15,3.74
17500,40.75,2.38,15,3.08,18.75,1.3
17750,43,1.41,17.67,3.68,19.5,2.96
18000,38.25,2.28,15.75,3.27,21.33,2.05
18250,35,3,19.75,1.3,13.5,6.1
18500,33.75,4.92,17.5,3.35,13.5,5.17
18750,36.25,5.97,15.25,3.49,18.5,2.69
19000,41.5,1.5,16.75,2.49,15.5,5.12
19250,34.75,3.7,20.33,5.19,16.67,3.68
19500,34.5,1.5,21.25,1.79,12.25,4.71
19750,30.25,8.58,16,3.67,15.25,0.43
20000,38.75,2.17,18.33,2.05,17,1.41
20250,43,1,19.25,1.79,17,4.18
20500,37.25,1.3,19,3.54,21.25,1.09
20750,34,1.41,20.75,0.43,11.67,1.25
21000,32.75,6.34,3,0,16.5,1.5
