# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,33.5,2.87,27,1.87,14.75,9.39
250,30.5,4.5,20.67,4.03,17,0.82
500,34.25,3.03,15.75,4.92,17.25,2.49
750,42,2.55,16,2.74,19.75,1.09
1000,42,2.83,19.5,2.06,13.75,5.17
1250,36,2.12,15.25,3.11,20.75,2.05
1500,31,1.41,23,1.22,16,3.27
1750,35.25,6.87,20,4.18,17.25,3.56
2000,34,2.83,16.67,4.19,12.75,4.49
2250,34,4.06,15.75,3.96,13.5,1.5
2500,43,1.58,14.75,0.43,17.5,2.29
2750,40.25,3.03,14.75,2.59,19,2.12
3000,32.75,3.9,15.75,4.44,19.25,4.76
3250,28.25,2.77,16,1.41,21.33,2.87
3500,35.25,3.27,19.25,6.61,14.8,3.71
3750,37.75,1.48,19,2.92,17.75,3.42
4000,43.25,1.09,15.25,1.48,20.25,1.3
4250,39.75,2.49,16.5,3.5,12.67,5.73
4500,29.75,7.56,20.75,3.34,17.5,4.5
4750,35.75,7.15,17,5.1,16.67,0.94
5000,38,0.82,21.67,0.94,17.33,2.62
5250,40,2.83,14.67,1.25,19.5,1.5
5500,44,1.22,13.5,3.35,12,4.64
5750,33.67,1.7,16,1.41,17,6.12
6000,27,3.56,17,0.82,18.25,5.76
6250,34,8.75,15.75,5.76,13.75,7.15
6500,35.75,2.95,20,1.22,18.75,3.03
6750,43,0.82,10.5,3.5,15.75,4.49
7000,43,1.22,15.5,1.12,10.5,6.8
7250,35.25,1.92,16.75,1.3,20.25,1.79
7500,27.5,2.69,18,1.41,20.75,3.96
7750,33,9.25,12.5,5.85,18.75,1.3
8000,34,3.39,18.5,1.5,17,2.45
8250,35,4,15.33,4.5,18.67,0.94
8500,42.33,1.8,13,3.29,15.2,2.93
8750,34.75,5.45,14.25,2.49,13.33,1.89
9000,23.5,5.77,22,1.22,17.5,6.54
9250,34.25,6.94,18.5,5.36,18.5,2.87
9500,37,1.22,17.25,2.28,18.5,1.5
9750,40.5,1.5,16.33,5.25,18.33,0.47
10000,42.5,0.87,12,6.52,12.75,3.34
10250,36,4.24,18,2.45,20.5,3.04
10500,20,7.45,22.5,1.12,17.5,6.02
10750,35.25,7.46,18.75,3.27,18.25,1.79
11000,35.5,1.5,17,3.32,16.5,1.8
11250,40,2.83,11.33,3.3,16.5,2.6
11500,42.75,1.48,15.5,0.5,14.5,1.5
11750,35,3.54,18,2.12,20.25,3.03
12000,25.33,2.62,22.25,1.3,22.33,1.25
12250,31.75,8.93,21.75,2.49,13.75,7.15
12500,36,0,16,1.63,16,4.06
12750,35,3.74,18,4.32,15.5,1.5
13000,38.25,3.27,13.25,3.03,14.75,2.77
13250,40.75,4.55,17.67,0.47,16,6.68
13500,31,1.22,17.75,3.49,15.75,4.97
13750,29.5,5.94,19.25,1.3,17.33,4.03
14000,37.5,3.64,16.5,4.97,15.25,3.27
14250,36.75,2.49,15,3.54,16.25,5.36
14500,41.75,1.09,8.75,4.97,15,4.74
14750,32.75,6.1,14,2.94,14,1
15000,26,3.74,23,1.22,13,8.6
15250,37,7.79,18.25,5.72,18,2.45
15500,36.5,0.5,19,0,19.5,2.6
15750,27.25,11.39,14.5,4.97,18,0.71
16000,41.25,1.48,12.33,3.68,15.25,1.79
16250,36,4.24,18,0.82,20.25,2.49
16500,27,5.61,19.25,1.3,18.5,6.02
16750,33.5,9.5,19.25,2.77,16.33,2.62
17000,34.5,3.84,18.75,2.17,13.75,2.86
17250,39.25,5.45,14,4.64,15.75,0.83
17500,42,2.12,16,1.22,17.5,3.77
17750,33,4.3,19.75,2.77,21,3.08
18000,27.25,8.01,20,3.24,20,2.12
18250,36.75,2.28,16.75,2.77,17.25,2.49
18500,37.33,3.68,18,2,17,1.41
18750,43.67,1.25,12,2,17.33,1.7
19000,38.75,4.44,15.5,1.8,17.25,4.44
19250,30.25,4.6,21,0,22.25,1.79
19500,32.4,9.11,20.75,2.17,13.5,6.69
19750,36.33,2.49,17,5.66,15,0
20000,31.75,7.26,14.25,6.61,14.67,2.87
20250,43.33,0.94,15.5,1.12,15,0
20500,33.67,0.94,18,2.45,14,5.79
20750,26.67,2.05,22.67,1.25,19.5,4.5
21000,36,5.52,20,5.1,12,6.16
21250,36.25,3.27,19,1.22,15,3.67
21500,33.75,4.49,9.25,7.29,19.75,1.09
21750,40.25,1.92,9.75,1.64,16.75,2.59
22000,41,2.92,11.5,2.87,14.75,4.02
22250,33.75,2.49,19.75,2.86,20,4.74
22500,25,1.73,22,1.58,20,3.24
22750,34.5,8.02,19,3.24,15.25,2.38
23000,34.25,4.26,17,1.41,12.33,2.05
23250,37.5,4.5,12.75,4.15,19,1
23500,40.75,2.77,14.5,0.5,14.5,0.5
23750,34.67,1.89,17.5,2.29,20.67,1.89
24000,29,2,20,1.58,21.25,2.05
24250,29,2.35,19.5,3.2,16.5,3.35
24500,36.25,5.85,19.75,3.63,16.25,2.38
24750,35.25,1.3,17.25,2.28,15.33,3.09
25000,39.67,1.25,9.33,2.87,18,0
25250,43.25,0.83,13.75,1.09,14,2.12
25500,35.5,4.15,19,0.82,18.75,4.32
25750,28,2.45,19.25,1.3,20.25,3.9
26000,34.75,6.61,18.25,3.63,15.67,4.78
26250,37,1.22,17.75,3.03,17.5,0.5
26500,39.25,2.17,14.33,4.11,18,0.82
26750,43.25,0.83,16,4.53,11.5,2.96
27000,33.75,4.92,16.25,1.48,10.75,4.6
27250,26.25,1.92,22.25,1.79,19,5.2
27500,32,6.16,22,4.53,17,3.74
27750,36,2.16,15.33,9.46,17,8.4
28000,37.33,1.25,14.67,3.4,11.75,3.9
28250,42,0.71,13.33,1.7,10,4.55
28500,39.25,5.36,16.5,1.5,18,3.54
28750,31.25,1.79,14.75,4.02,16.5,6.34
29000,26.25,3.11,19.5,1.5,18.75,2.86
29250,36.75,5.36,13.25,3.7,19.67,1.89
29500,35.75,1.79,14.75,5.36,12.5,4.72
29750,39,2.12,12.33,2.05,4,0
30000,39,6.96,17.33,1.7,15.5,1.5
30250,31.5,1.5,13,5.1,18,1.22
30500,31,0.71,18.25,0.43,15.25,2.77
30750,36.5,4.15,16,2,19.5,1.5
31000,38,1.41,13,6.08,14,1.41
31250,35,4,13.5,1.5,7.5,4.03
31500,41.33,0.94,10.67,5.79,11.33,3.68
31750,36,4.24,12.75,3.34,17.75,5.07
32000,31,2.92,19,1.58,15,6
32250,35.25,6.38,14.25,2.49,17.67,2.87
32500,34.75,2.38,17.5,5.12,13.5,7.5
32750,39.25,3.7,13,4.55,9,2.45
33000,44.25,0.43,11.75,2.95,14.75,2.17
33250,35.25,4.44,11.25,1.3,18.75,3.03
33500,30,7.07,10.5,4.5,17,2.94
33750,37.33,3.68,16.5,4.15,20,1.41
34000,35.5,2.06,11.5,6.8,10,5.24
34250,41,1,13,2,5.5,3.35
34500,44.25,0.83,15,0,15.5,1.5
34750,35.75,3.9,13,3.54,15.25,6.1
35000,29.25,1.92,18.5,2.29,13.25,2.17
35250,37.5,3.35,14.33,1.7,18,4.24
35500,35.5,1.5,13.75,7.63,13.5,1.12
