# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,39.5,0.5,9,0,18,0
250,39.25,0.43,11,1,17.5,0.5
500,39.25,0.43,12,0,16.5,0.5
750,39,0,11,0.71,16.75,0.83
1000,39,0,11.75,0.43,18,0
1250,39,0,10,0.82,17,0.82
1500,39,0,9.33,0.47,16.67,0.47
1750,39,0,9.67,0.94,16.5,0.5
2000,39,0,11,1.22,16.33,0.94
2250,39,0,10.25,0.43,16.25,0.83
2500,39.5,0.5,7.25,0.83,17,1.22
2750,39.33,0.47,7,0,17.75,0.43
3000,39.5,0.5,8.5,0.5,17.25,0.83
3250,39.25,0.43,10,0.71,16.75,0.43
3500,39.25,0.43,11.75,0.43,16.5,0.5
3750,39.5,0.5,12,0,17,1
4000,39.5,0.5,12.25,0.43,17,0.71
4250,39.5,0.5,13,0,17.5,0.5
4500,39.25,0.43,13.75,0.43,17,0.71
4750,39.25,0.43,14,0,17.5,0.5
5000,39.5,0.5,13,1,17,0.71
5250,39.5,0.5,12.25,0.43,16.5,1.12
5500,39.5,0.5,12,0,15.75,0.43
5750,39.5,0.5,10.5,1.12,15.75,0.83
6000,39.5,0.5,11,1.22,15.75,0.83
6250,39.5,0.5,12,0,16.75,0.83
6500,39.5,0.5,12,0,16.33,0.47
6750,39.5,0.5,11,1,15.75,0.43
7000,39.5,0.5,9.25,0.43,16,1
7250,39.67,0.47,9,0,16.33,0.94
7500,39.5,0.5,7.75,0.83,16.25,0.83
7750,39.5,0.5,7.5,0.5,16.25,0.83
8000,39.5,0.5,5.25,0.83,16,1
8250,39.33,0.47,3,0,15.75,0.83
8500,39.67,0.47,2,0,16,1
8750,39.5,0.5,3.25,1.09,16.5,1.12
9000,39.5,0.5,8.67,0.47,16.75,0.43
9250,39.5,0.5,9,0,16.5,0.5
9500,39.33,0.47,9,0,15.75,0.43
9750,39.5,0.5,9.5,0.87,15,0
10000,39.5,0.5,12,0.71,16.25,0.83
10250,39.5,0.5,11.67,0.47,16,0.82
10500,39.5,0.5,12,0,16.75,0.83
10750,39.5,0.5,12,0,16,1
11000,39.67,0.47,12,0,16.33,0.47
11250,39.5,0.5,12.25,0.43,16.5,1.12
11500,39.5,0.5,12.25,0.43,16.25,0.83
11750,39.5,0.5,12,0,16.5,0.87
12000,39.33,0.47,12,0,15.75,0.83
12250,39.5,0.5,10.5,0.5,16.25,0.83
12500,39.75,0.83,10,0,16.75,0.43
12750,39.75,0.83,9.25,0.43,16.5,0.5
13000,39.5,0.5,9.75,0.43,16,0.71
13250,39.5,0.5,9.5,0.87,16,1
13500,39.75,0.83,9,0,16.25,0.83
13750,40,1,9.5,0.5,16.5,0.5
14000,39.5,0.5,11,0,16.75,0.83
14250,39.5,0.5,12,0,16.67,0.94
14500,39.67,0.47,12,0,17.67,0.47
14750,39.67,0.47,14,0,18,0
15000,39.5,0.5,15,0,17.75,0.43
15250,39.33,0.47,15,0,18.5,0.5
15500,39.5,0.5,16,0.71,18.25,0.43
15750,39.5,0.5,16.75,0.43,17.75,0.43
16000,39.5,0.5,17.75,0.43,18,0
16250,39.5,0.5,16.25,0.43,18.25,0.43
16500,39.5,0.5,16,0,18.5,0.5
16750,39.25,0.43,16,0,18.5,0.5
17000,39.5,0.5,15.75,0.43,18.25,0.43
17250,39.5,0.5,16.75,0.43,18.25,0.43
17500,39.25,0.43,17.25,0.43,18.25,0.43
17750,39,0,17,0.71,18.5,0.5
18000,39,0,17,0,18.33,0.47
18250,39,0,16,0,18.5,0.5
18500,39,0,15.67,0.47,18,0
18750,39,0,15.5,0.5,18,0
19000,39,0,15.25,0.43,18,0
19250,39.33,0.47,15,0,18.33,0.47
19500,39.5,0.5,15,0,18,0
19750,39.25,0.43,15,0,18.5,0.87
20000,39.33,0.47,15.33,0.47,18.5,0.5
20250,39.25,0.43,15.75,0.83,18,0
20500,39.25,0.43,15,0,17.75,0.43
20750,39,0,16.25,0.43,18,0
21000,39.25,0.43,16.5,0.5,18,0
21250,39,0,15.5,0.5,18.33,0.47
21500,39,0,14.75,0.43,18,0
21750,39,0,13.25,1.09,18,0
22000,39.25,0.43,12.33,0.47,18,0
22250,39.25,0.43,13,0.71,18,0
22500,39,0,14.25,0.83,17.75,0.43
22750,39,0,15,0,18,0
23000,39,0,15,0,18.25,0.43
23250,39,0,15,0,18,0
23500,39,0,15.25,0.43,18,0
23750,39,0,15,0,17.75,0.43
24000,39,0,15,0,18.25,0.43
24250,39,0,15.25,0.43,18,0
24500,39,0,16,0,18,0
24750,39.25,0.43,15.75,0.43,18,0
25000,39,0,16.5,0.5,18,0
25250,39,0,16,0,18,0
25500,39,0,16.5,0.5,18.33,0.47
25750,38.75,0.43,14.75,1.64,18.67,0.47
26000,39.25,0.43,11.25,0.83,17.25,0.83
26250,37,2.83,12.5,0.5,15.25,0.43
26500,40.25,1.79,15,1.87,16,1.41
26750,38,1,17.5,0.5,17.25,1.3
27000,38.5,0.5,11.75,2.17,10.75,3.03
27250,40.75,1.3,13.25,1.79,14.75,1.09
27500,42.25,0.43,15,0,16.75,3.27
27750,42.75,0.83,13,0.82,21,0
28000,42.5,0.5,9.2,1.17,20,0.89
28250,43,0.71,10.5,1.12,20.75,0.43
28500,43.5,0.5,11.75,0.43,22,1.22
28750,43.5,0.5,11,0.82,23.25,0.83
29000,43,0.71,15,0,21,0
29250,43.5,0.5,14,2.12,21,0
29500,43.67,0.47,10.5,1.5,21,0
29750,43.5,0.5,10,0.71,21.5,0.5
30000,43.5,0.5,8,0,21.25,0.43
30250,43.33,0.47,9,0,22,1
30500,43.6,0.49,8.75,0.83,21.5,0.5
30750,43.33,0.47,3.33,0.47,21.25,0.43
31000,43.5,0.5,6,1.22,21,0
31250,44,1,11,1.22,21,0
31500,43.25,0.83,12.25,0.43,21,0
31750,43.25,0.43,12.33,0.47,20.75,0.43
32000,43.75,0.43,10.67,0.94,21,0
32250,44.67,0.47,10.5,1.12,21.33,0.47
32500,44.5,0.5,10.25,1.3,21.25,0.43
32750,44.33,0.47,4.33,0.47,21,0
33000,44.5,0.5,3,0,21,0
33250,44.25,0.43,2.67,1.7,21,0
33500,44.25,0.43,7.5,1.12,21,0
33750,44.5,0.5,7.25,0.83,21,0
34000,44.5,0.5,6.75,0.43,20.75,0.43
34250,44.5,0.5,6.25,0.43,21,0
34500,44.5,0.5,3.67,1.7,21.5,0.87
34750,44.5,0.5,4.5,0.5,21.75,0.43
35000,44.5,0.5,6,1.63,21.25,0.43
35250,45,0,3,0,21.25,0.43
35500,45,0,11,1.41,21.5,0.5
35750,44.75,0.43,13.25,1.3,21.25,0.43
36000,44.5,0.5,14.33,0.47,21.33,0.47
36250,44.5,0.5,14,0,21.5,0.5
36500,44.5,0.5,14.25,0.43,21.25,0.43
36750,44.75,0.43,12.67,0.94,21.25,0.43
37000,44.67,0.47,14.5,0.5,21,0
37250,44.5,0.5,15,0,21,0
37500,44.33,0.47,15,0,21,0
37750,44.33,0.47,14.67,0.47,21,0
38000,44.6,0.49,12.4,0.49,21,0
38250,44.33,0.47,12,0,21,0
38500,45,0,12.25,0.43,21,0
38750,45,0,12.5,0.5,21,0
39000,45,0,12.5,0.87,21,0
39250,45,0,12.25,0.43,21,0
39500,45,0,11.5,0.87,21,0
39750,45,0,7.33,1.7,20,1.22
40000,45,0,11.5,1.5,14.5,2.29
40250,45,0,12.5,0.87,5,3.39
40500,45,0,12,0,7,0
40750,44.25,0.83,12.33,0.47,7.33,1.25
41000,42,1.41,16.5,1.12,7.33,1.7
41250,39.75,0.83,18.75,0.43,15.25,1.09
41500,39,0.71,18.75,0.43,16.5,0.87
41750,39.33,0.47,18.5,0.5,16,1
42000,42.33,0.47,17.67,0.47,7,1.63
42250,43.5,0.5,14.5,1.5,5.25,0.43
42500,43.5,0.5,11.5,0.5,2.5,1.5
42750,43.5,0.5,12.5,0.5,2,1
43000,43.75,0.43,10.5,0.5,11,3.67
43250,44.75,0.43,15.25,2.17,14.25,0.83
43500,45,0,18,0,12.5,0.5
43750,45,0,18.25,0.43,13.25,0.83
44000,45,0,18.25,0.43,15,0.71
44250,45,0,18,0,16.67,1.25
