# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,41.5,0.5,20.67,0.47,14.33,0.47
250,41.5,0.5,20,0,15.25,0.43
500,41.5,0.5,20.25,0.43,15.75,0.43
750,41.67,0.47,20.75,0.43,17.5,0.5
1000,41.5,0.5,21,0,16.5,1.12
1250,41.33,0.47,20.67,0.47,15.5,0.5
1500,41.75,0.43,20.75,0.43,16.25,0.83
1750,41.5,0.5,20.75,0.43,16,0.71
2000,42,0,20.75,0.43,16.5,0.5
2250,42,0,20.75,0.43,17,0.71
2500,42,0,21,0,16.25,0.83
2750,42,0,21,0,15.75,0.83
3000,41.75,0.43,21,0,15,0
3250,41,0.82,21,0,15.33,0.47
3500,41.5,0.5,20.75,0.43,13.75,0.83
3750,42,0,21,0,11.25,1.48
4000,42,0,21,0,10.75,0.83
4250,41.5,0.5,21.25,0.43,11.5,1.12
4500,40.5,1.12,21,0,14.25,1.48
4750,40.5,0.5,21,0,15.25,1.09
5000,40,0.71,21,0,17,0.71
5250,40.5,0.5,21,0,15.25,0.83
5500,41,1,21,0,15.5,0.5
5750,40,1,21,0,15.25,0.43
6000,41,0.71,21,0,15,0.82
6250,41.25,0.83,21,0,15.25,0.43
6500,40.67,0.47,20.5,0.5,14,1.41
6750,40.25,0.83,21,0,13.5,1.5
7000,40.5,0.5,21,0,14.25,1.3
7250,40.67,0.94,21,0,14.75,1.09
7500,41,1,21,0,15.25,0.43
7750,41.5,0.5,21,0,16.25,0.83
8000,41.25,0.83,21,0,14.75,1.09
8250,40.5,0.5,20.25,0.43,15.5,0.87
8500,40.75,0.83,20,0,15.75,0.83
8750,41,0.71,19.75,0.43,15.25,0.43
9000,41.5,0.5,20.33,0.47,14.67,0.47
9250,41.25,0.83,20.5,0.5,15.25,0.43
9500,40.75,0.83,19.75,0.43,15.25,0.43
9750,41,0.82,18.25,0.43,15,0
10000,41,1,19,0,13.25,1.09
10250,40.75,0.83,19,0,12,0
10500,41,0.71,20.25,0.43,12.5,0.5
10750,41.5,0.5,20.25,0.43,9.5,2.29
11000,41.5,0.5,18.75,0.43,7.67,0.47
11250,40.67,0.94,18.33,0.47,6,0.82
11500,40.25,0.83,18.25,0.43,9.5,0.5
11750,39.5,0.87,18,0,11.25,0.83
12000,39,0,18,0,9.33,1.25
12250,39.25,0.43,19.5,1.12,11,1
12500,41.25,0.43,21,0,12.75,0.83
12750,41.75,0.43,20.67,0.47,12,0
13000,42,0,20,0.71,12.33,0.47
