# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,45,0,12.5,0.87,14.5,0.5
250,45,0,13,0,14,1
500,45,0,12,0,13.5,0.87
750,45,0,13.33,0.47,12.5,0.5
1000,45,0,12.25,0.43,12.75,0.83
1250,45,0,12.33,0.47,12.5,0.5
1500,45,0,12.75,0.43,12.5,0.5
1750,45,0,13.25,0.43,12.5,0.87
2000,45,0,12,0,12.5,0.5
2250,45,0,12.25,0.43,13,1
2500,45,0,12.5,0.5,13.5,1.5
2750,45,0,10.75,1.09,12.5,0.5
3000,45,0,9.67,0.94,12.67,0.94
3250,45,0,11.25,0.43,13.67,0.47
3500,45,0,11.75,0.43,12.75,0.83
3750,45,0,12.67,0.94,13.5,1.12
4000,45,0,15,0,14.5,0.5
4250,45,0,14.5,0.5,14.75,0.43
4500,45,0,13,0.71,14.5,0.5
4750,45,0,12,0,14.5,0.5
5000,45,0,11.75,0.43,12.5,0.87
5250,45,0,12,0,12.25,0.83
5500,45,0,11.5,0.5,12,0
5750,45,0,11.67,0.47,12,0
6000,45,0,11.75,0.43,12,0
6250,45,0,12,0,12,0
6500,45,0,12,0,12,0
6750,45,0,12,0,12.33,0.47
7000,45,0,12.5,0.5,12.4,0.49
7250,44.67,0.47,13,0,13.67,1.25
7500,44.5,0.5,13,0.71,14.25,0.83
7750,44.33,0.47,12,0,14.75,0.43
8000,44.5,0.5,12,0,14,1
8250,44.75,0.43,12,0,14.25,0.83
8500,44.75,0.43,12,0,14,0.71
8750,45,0,12,0,14,1
9000,45,0,12,0,13.75,0.83
9250,45,0,12,0,15,0
9500,45,0,11,0,14.33,0.47
9750,45,0,11.5,0.5,14.25,0.83
10000,45,0,11.67,0.47,15,0
10250,45,0,10.75,0.83,15.25,0.43
10500,45,0,10,0,15,0
10750,45,0,9.67,0.47,15.5,0.5
11000,45,0,9.67,0.47,15.75,0.83
11250,44.75,0.43,11.75,0.43,16.5,1.12
11500,45,0,12,0,17.5,0.5
11750,44.5,0.5,12,0,16.5,0.5
12000,44.5,0.5,12,0,16.25,0.83
12250,44.75,0.43,12,0,16.25,0.43
12500,44.75,0.43,12,0,15.75,0.83
12750,44.75,0.43,12,0,15.33,0.47
13000,44.67,0.47,12,0,16,0.82
13250,44.5,0.5,11.75,0.43,15.75,0.83
13500,44.67,0.47,11.67,0.47,15.25,0.43
13750,45,0,12,0,15.5,0.5
14000,45,0,10.25,1.09,15.75,0.83
14250,44.75,0.43,9.33,0.47,14.25,1.48
14500,45,0,7.25,1.48,12.75,1.48
14750,45,0,9,0,10.67,0.94
15000,45,0,10.75,0.83,12,0.71
15250,45,0,11.25,0.43,13.33,0.94
15500,45,0,12,0,13.75,1.3
15750,44.5,0.5,12,0,14.5,0.5
16000,44,0,12,0,15.33,0.47
16250,44.33,0.47,12.33,0.47,15,0
16500,44.5,0.5,12.5,0.87,14.25,0.83
16750,44.5,0.5,10,5.15,12.5,2.29
17000,44.67,0.47,4.25,1.48,6.5,1.5
17250,44.5,0.5,2,0.71,11.75,1.79
17500,44.5,0.5,5.5,2.87,13.5,2.06
17750,43.75,0.83,4,1,15,0.71
18000,44,0.71,0,0,15.75,0.83
18250,44.5,0.5,0,0,15.5,0.5
18500,44,0.63,1,0,15.25,0.43
18750,44.67,0.47,5.25,0.83,15,0
19000,44.33,0.47,5.67,1.25,15,0
19250,44.5,0.5,4.67,1.25,15.75,0.83
19500,43.67,0.47,7,1,16.75,1.3
19750,43.5,0.5,5.5,2.18,15.75,0.43
20000,43.75,0.43,5.33,2.87,16,1
20250,43.67,0.47,5.5,3.5,15.5,0.5
20500,44.33,0.47,0,0,15,0
20750,44.5,0.5,4.25,1.92,14.75,0.43
21000,44.5,0.5,1.67,0.47,15.33,0.47
21250,44,0.82,0,0,16,1.41
21500,43.5,0.5,1,0,16.25,0.43
21750,43,1,3.33,2.62,13.5,1.5
22000,42.75,0.43,8.5,0.5,12.75,0.83
22250,44.33,0.47,6,0,12,0
22500,44.5,0.5,4,0.71,12.25,0.43
22750,44.5,0.5,7,1.63,12,0
23000,44.75,0.43,7.75,0.43,11.75,0.43
23250,44.5,0.5,9,0,11.67,0.47
