# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,39.67,0.47,6,0.82,16,1
250,39.5,0.5,4.5,1.12,17.75,0.43
500,39.67,0.47,4.5,1.12,18.33,0.47
750,39.5,0.5,4.5,2.06,17.5,0.5
1000,39.33,0.47,5.33,0.47,17,0.71
1250,39.5,0.5,5,2,15,0
1500,39.67,0.47,4.67,2.62,16.67,1.25
1750,39.67,0.47,7.5,1.8,16.67,1.25
2000,39.25,0.43,9,0,17,0.71
2250,39.5,0.5,8,0.82,14.75,0.43
2500,39.33,0.47,6.5,3.04,16.33,1.25
2750,39.25,0.43,8,0.82,15.33,0.47
3000,39.67,0.47,6.5,1.12,17,1.41
3250,39.5,0.5,3.5,0.5,16,1
3500,39.5,0.5,4.5,2.5,14.33,0.94
3750,39.25,0.43,4.33,1.25,16.25,1.64
4000,39,0,2,0,18.25,1.09
4250,39.5,0.5,4.5,1.5,16.5,0.87
4500,39.25,0.43,4.75,1.79,17,1.22
4750,39.67,0.47,1.67,0.94,15.67,1.25
5000,39.5,0.5,3,0,15.5,2.29
5250,39.5,0.5,8.75,0.83,12.5,1.12
5500,39.5,0.5,4.67,3.3,13.75,1.09
5750,39.25,0.43,6,3.27,11.25,0.43
6000,39.25,0.43,13.67,1.25,8.33,0.94
6250,39.5,0.5,13.67,0.94,9.5,0.5
6500,39.33,0.47,14.75,0.43,5,1
6750,40.67,1.25,13.33,1.25,5.67,1.7
7000,41.75,0.43,12,0,7.25,0.43
7250,47.5,4.33,12.75,1.3,9.75,1.48
7500,56.25,0.83,18.25,0.83,13.5,1.5
7750,51.75,2.17,15.67,3.3,12.33,1.89
8000,52.25,1.92,16.75,2.28,13,3.32
8250,53.75,0.43,16,0.71,11,2.74
8500,53,0.71,13.25,1.09,12.75,0.83
8750,54,0,17.75,0.43,10.25,2.05
9000,53.33,0.47,14,2.74,6.67,2.49
9250,50.67,0.47,11.33,0.94,6.75,4.02
9500,49.75,1.09,11.5,2.69,5.5,0.5
9750,46.25,1.09,9,5.72,9.75,3.56
10000,44.75,0.43,10.75,3.27,13.75,0.83
10250,48,0,8.5,3.84,6.75,3.96
10500,47,0.71,15,0,10.25,2.05
10750,45.75,0.83,12.5,0.87,10.75,1.09
11000,45.5,0.5,10.33,1.7,9.25,1.79
11250,45,0,5.33,2.49,11.67,1.25
11500,45.25,0.43,2,1,12.67,0.47
11750,45,0,1,0,11.75,0.43
12000,45,0,2.75,1.48,11,1.22
12250,44.75,0.43,8,1.41,11,0.82
12500,44.5,0.5,9.5,0.5,9.75,0.43
12750,43,0.71,9,0,9.25,0.43
13000,42.67,0.47,8.75,0.43,11.33,0.47
13250,42.33,0.47,7.67,0.47,11.75,1.09
13500,42,0,9,0,12.5,0.5
13750,42,0,9,0,13,1
14000,42.5,0.5,9.25,0.43,14,1
14250,42.5,0.5,9,0,14.33,0.47
14500,42.25,0.43,9.75,0.43,14.25,0.83
14750,42,0,10,0,14,0.71
15000,42.25,0.43,9.75,0.83,13.5,1.12
15250,42.5,0.5,9.33,0.47,12.33,0.47
