# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,24.5,0.5,15.5,0.87,26,2.74
250,25,0,13.5,3.64,33.5,2.6
500,26,0.71,14.25,3.9,18.5,13.61
750,24.33,0.47,15.67,2.62,25.5,3.64
1000,23.5,0.87,16.25,1.3,23,1.22
1250,23.5,0.5,17.75,0.43,22.5,1.5
1500,21.75,0.83,16.75,0.43,21.75,6.65
1750,21.75,0.43,14,2.55,24.25,5.76
2000,21.25,0.43,17.5,1.5,18.25,2.17
2250,21.25,0.43,19.5,2.06,21.5,2.06
2500,21,0,19.75,0.43,18.25,0.83
2750,21.25,0.43,17.5,1.8,20.75,4.44
3000,23,0.71,16.25,1.79,23.25,2.49
3250,23.25,0.43,18,0,22,0.71
3500,23.75,0.43,18,0,21,0
3750,24,0,18,0,20.75,0.43
4000,24,0,18,0,21.4,0.49
4250,24,0,18,0,21,0.82
4500,24,0,14.25,1.92,24.67,1.7
4750,23.6,0.49,16.25,2.49,30.2,0.4
5000,23.67,0.47,12,0.71,28,1.41
5250,23.33,0.47,12.33,0.47,29.75,0.43
5500,24,0,13,0.71,29.75,0.43
5750,24,0,14.75,0.43,29,0.71
6000,24,0,13.75,0.83,30,0
6250,24,0,12.25,0.43,29.5,0.5
6500,24,0,11.25,0.43,28,0.71
6750,24.25,0.43,11.75,0.43,26.25,3.03
7000,24.25,0.43,16.33,0.47,21.33,0.47
7250,24.25,0.43,12.25,0.43,28,2.74
7500,24.33,0.47,12.75,1.09,23,1.41
7750,24,0,14.33,0.47,27,0
8000,24.75,0.83,14.5,1.5,27.25,1.09
8250,25.5,0.5,11.75,1.09,27.75,1.92
8500,25.75,0.43,14.75,0.43,18,3.74
8750,25.5,0.5,15,1.41,19.5,2.69
9000,25.25,0.83,18,0,22.5,1.12
9250,25.5,0.5,16.75,1.3,18,2.12
9500,25.75,0.43,17.33,0.94,19.67,2.36
9750,24.75,0.43,13.75,1.3,26,1.58
10000,25,0.82,13.5,1.5,29.67,0.47
10250,26,1,13,1,29.33,1.7
10500,25.8,0.4,6.4,3.83,32.5,2.06
10750,25.5,0.5,13,1.22,31,3.67
11000,26,0.82,13,0.82,29.25,3.34
11250,25.5,1.12,8.75,3.34,25.5,1.5
11500,25.75,0.43,7.25,0.83,20.75,6.02
11750,25,0,7.33,3.4,18.5,4.15
12000,24.5,0.5,12.25,0.43,27,1.22
12250,24.5,0.5,12,0,30,0
12500,24.25,0.43,12.75,0.43,30.25,0.43
12750,24.25,0.43,13.75,0.43,30.75,0.43
13000,24,0,13.75,0.43,31.75,0.43
13250,24,0,14,0,32,0
13500,24,0,14.5,0.5,31.33,0.94
13750,24,0,13.67,0.47,27,2.12
14000,24,0,14.25,0.43,25.5,1.5
14250,24.75,0.83,15.75,0.43,17.75,2.05
14500,24.5,0.5,16,0.71,24,4.24
14750,24.25,0.43,7.75,5.89,25.5,3.64
15000,24.25,0.43,13,1.22,26.5,0.5
15250,25.25,0.83,11.75,0.83,30.5,1.12
15500,26,0.71,9.25,1.64,29.25,0.83
15750,25.25,0.83,12.33,2.62,27.33,2.05
16000,24,0,15.25,0.43,29,0.82
16250,24.75,0.43,13,0.71,28.75,2.05
16500,25.25,0.43,14.25,1.3,29.75,1.48
16750,24.5,0.5,14,0.71,31.25,1.09
17000,24.5,0.5,12.75,0.83,28.75,5.07
17250,24.5,0.5,14.25,0.83,17.75,1.92
17500,24.67,0.47,14.67,0.47,21.5,1.12
17750,24.75,0.43,13,0,22,1
18000,24.5,0.5,12.5,0.5,21.25,0.43
18250,24.5,0.5,12,0,20.25,0.83
18500,24,0.71,13,1.22,27,7.04
18750,24,0,14.75,1.09,32.5,2.87
19000,23.75,0.43,13,0,30.75,0.43
19250,24.25,0.43,13.25,0.83,25.75,8.55
19500,24.25,0.43,11.75,0.43,19.75,3.34
19750,24.25,0.43,12,0,14.5,2.29
20000,24.75,0.83,12,0,12.67,0.47
20250,25.33,0.47,12,0,14.33,2.62
20500,25.5,0.5,11.5,0.5,12.5,1.5
20750,25.33,0.47,11.25,0.43,11,0.82
21000,25.67,0.47,10.33,0.47,9,1
21250,25.75,0.43,10,0,9,0.71
21500,25.5,0.5,10,0,9.75,1.3
21750,25.25,0.83,10,0,12.25,0.83
22000,25.5,0.5,10,0,11.75,1.09
22250,25.5,0.5,10,0,15,1.41
22500,25.25,0.43,10,0,18,1
22750,25.5,0.5,9.75,0.43,20.5,0.5
23000,25.5,0.5,9.5,0.5,20.67,0.47
23250,25.4,0.49,10,0,17.5,1.12
23500,25.67,0.47,9.33,0.47,14.5,1.12
23750,25.5,0.5,9.67,0.47,14.75,0.83
24000,25.75,0.43,9,0.71,13.25,0.43
24250,26,0,8.25,0.43,14,1
24500,26.25,0.43,8,0,14,1
24750,26.25,0.43,7.75,0.43,13.75,0.83
25000,26.25,0.43,8,0.71,14,0.71
25250,25.75,0.43,8,0,15,0.71
25500,25.5,0.5,7,0,14.67,0.94
25750,26,0,7.25,0.43,16.75,0.43
26000,25.67,0.47,8,0,19,0.82
26250,25.5,0.5,8,0,18.5,0.5
26500,25.5,0.5,8.25,0.43,18.5,0.5
26750,24.5,0.5,8,0,18.75,1.09
27000,24.75,0.43,7.75,0.43,17.5,1.12
27250,25.67,0.47,7.33,0.47,12.75,0.83
27500,24.75,0.43,8,0,13.75,1.3
27750,24.75,0.43,8.25,0.43,11.5,1.5
28000,25.5,0.5,7.5,0.5,14.5,2.6
28250,25.5,0.5,8.75,1.09,21.75,1.48
28500,25.75,0.83,9,0,21.75,0.83
28750,26.25,0.43,7.33,0.47,19.5,0.5
29000,26,0,7,0,18,0.71
29250,26.25,0.43,7.5,0.5,17,1.87
29500,26.5,0.5,2.75,1.92,21.25,1.09
29750,26.5,0.5,3,0,21.33,0.47
30000,27,0,5.5,0.5,22.67,0.47
30250,27,0,6,0,21.25,0.43
30500,27,0,6.25,0.43,21.25,0.43
30750,27,0,6.67,0.47,21.75,0.83
31000,27,0,7.25,0.43,21.5,0.5
31250,27,0,6.5,0.5,20.75,0.43
31500,26.5,0.5,4.5,0.5,25.25,3.03
31750,25.5,0.5,6,2.12,28.5,2.6
32000,24.5,0.5,12.75,1.92,28.5,2.6
32250,23.75,0.43,16.5,0.5,30,0
32500,23.5,0.5,17.5,0.5,29.75,0.43
32750,24.75,0.83,19.75,1.09,29.75,0.43
33000,26.5,0.5,20.5,0.5,28,1
33250,27.25,0.43,21.2,0.4,24.6,0.8
33500,22.75,1.92,21,0,29.75,2.17
33750,24.75,6.5,17,3.74,31,1.41
34000,39.33,0.47,15.5,6.1,27.33,2.05
34250,41.75,3.83,25.75,2.28,27,1.41
34500,39,0,26.75,2.38,33.75,3.27
34750,44,1.41,18.67,2.87,25.25,7.63
35000,45,0,16.5,2.96,22.5,2.6
35250,44.75,0.43,20.67,1.7,28.33,0.94
35500,46.5,1.5,24.5,0.5,27.25,2.05
35750,46.25,1.64,22,6.44,24.75,3.11
36000,50,0.71,19.75,1.3,32.25,1.3
36250,48.5,0.5,17.67,2.87,32,0.82
36500,48,0,13.25,1.79,28,1
36750,47.5,0.5,18.75,1.3,27,0
37000,47.67,0.47,21.75,0.43,27.33,0.47
37250,47.33,0.47,23,0.82,29.75,0.43
37500,46.75,0.83,22.75,1.09,30,0
37750,46.75,0.43,23.25,0.83,30.75,0.43
38000,45.75,0.83,23.25,0.43,30,0.71
38250,45.25,0.43,20,1.22,27,1.41
38500,44.25,1.3,10,4.06,23.5,1.66
38750,43.25,0.43,7.33,1.25,21.67,0.94
39000,42.33,0.47,9.33,2.49,21.5,0.5
39250,42.5,0.5,15,0,19.5,1.12
39500,42,0,17.75,0.43,18.33,0.47
39750,42,0,18,0,18.75,0.83
40000,42,0,16.25,1.3,15.5,1.66
40250,42.25,0.43,15,0,7.75,2.86
40500,42,0,13.75,1.09,8.5,3.35
40750,42,0,12,0,14.5,1.5
41000,42.33,0.47,12,0,16.75,1.09
41250,42.5,0.5,12,0,16.5,2.6
41500,42,0,15,0,14.25,1.3
41750,42,0,17.33,0.47,17.5,1.5
42000,42,0,16.67,0.47,18.75,1.3
42250,42.25,0.43,18,0,21,0
42500,42,0,18,0,19.75,0.43
42750,42,0,18,0,20.5,1.5
43000,42.25,0.43,17.5,0.5,22,1
43250,43.5,0.5,15.5,0.5,23.75,0.43
43500,44.25,0.43,15.25,0.43,24,0
43750,44.5,0.5,15,0,24,0
44000,44.33,0.47,15,0,24.25,0.43
44250,44.33,0.47,15.67,0.47,24.5,0.87
44500,44.5,0.5,13.5,0.87,24.5,0.87
44750,44.33,0.47,14.67,0.47,24,0
45000,44,0.82,15,0,23.25,1.3
45250,43.25,0.83,15.5,0.87,21.75,1.3
45500,43.67,0.47,18,0,23.75,0.43
45750,45,0,18,0,24.5,0.87
46000,45,0,18,0,24.5,0.5
46250,45,0,18,0,24.5,0.5
46500,45,0,17.75,0.43,24.5,0.5
46750,45,0,16,0,25,0.82
47000,45,0,13.75,0.83,24.67,0.94
47250,44.5,0.5,15.5,0.5,25.75,1.3
47500,44.67,0.47,16.67,0.47,25.25,0.83
47750,45,0,15.67,0.47,25.33,0.47
48000,45,0,15,0,26.25,0.83
