# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,34.5,1.5,8,1.58,28,0.71
250,36,0,11.25,3.49,28.5,0.5
500,36,0,20,1.22,27,0.71
750,38.25,0.43,21.25,0.43,26,0.71
1000,37.5,1.12,22,0.82,23.67,2.49
1250,37,1,17.75,0.43,24.5,0.87
1500,37.33,0.94,16.75,2.17,25.33,1.25
1750,37.67,0.94,16.67,0.94,23,1
2000,36.67,0.47,17.33,0.47,20.75,1.64
2250,39.75,0.83,18.75,1.09,18.5,2.5
2500,40,1.22,16,3.08,22,1.22
2750,39,0,15.75,2.59,24,0
3000,38.75,0.43,14.25,1.92,24,0
3250,39,0,14.67,1.25,26,0.82
3500,39,0,18,0,24.25,0.43
3750,39.5,0.5,18.75,1.48,20.75,0.43
4000,40,0.71,18,0,23.75,0.83
4250,40.67,0.47,18.5,0.5,24,0
4500,40.33,0.94,16,1.63,22.75,0.83
4750,42,0,16.25,1.3,26,1
5000,42,0,13.5,1.12,28,1.22
5250,41.75,0.43,14,1,29.75,0.43
5500,41.75,0.43,18.25,0.83,29.75,0.43
5750,42,0,20.33,0.47,30.67,0.47
6000,41.67,0.47,20.5,0.5,30.33,0.47
6250,41.67,0.47,19.75,1.79,30,0
6500,41,0.82,23,0.71,30.33,0.47
6750,38.75,0.43,22.25,0.43,29.5,0.5
7000,38.33,0.47,23,0.82,28.75,1.09
7250,38.25,0.83,24,0,25.25,1.09
7500,38.5,0.87,24,0,26.75,0.43
7750,39.25,0.43,24.25,0.43,28.25,0.83
8000,38.5,0.5,23.5,0.87,29,0.71
8250,38.75,0.43,22.5,1.12,30,0.71
8500,39,0,20,1.41,29.67,0.47
8750,40,1,22,1,28.25,1.79
9000,41.5,0.5,24,0,30,0
9250,40.75,0.83,24,0,28.75,0.83
9500,40.5,0.5,24,0,27.25,0.43
9750,40.67,0.47,24,0,28.67,0.47
10000,39.8,0.75,24,0,28,0.63
10250,39.67,0.47,23.75,0.43,28.33,0.47
10500,39.75,0.83,23.5,0.5,29.25,0.83
10750,40.75,0.83,24,0,30,0
11000,40.33,0.47,24,0,29.25,0.83
11250,40.83,0.69,22,0.71,29.25,0.43
11500,41,0.82,21.25,0.43,29.33,0.47
11750,40.75,0.83,21.5,0.5,30,0
12000,41.25,0.83,21.25,1.09,30,0
12250,41.33,0.47,19.67,0.47,30,0
12500,41.5,0.5,20.5,0.87,30,0
12750,41.5,0.5,22.5,1.12,30,0
13000,41,1,23.75,0.43,29.75,0.43
13250,40,1,23.75,0.43,27.75,0.83
13500,40.25,0.83,24,0,29.25,0.83
13750,39.5,0.5,24,0,28.25,0.43
14000,39.5,0.5,24,0,27,0
14250,39.5,0.5,24.25,0.43,26.5,0.5
14500,39,0,24,0,26.25,0.83
14750,39.33,0.47,24,0,26,0.82
15000,38.67,0.47,24,0,27,0
15250,38.75,0.43,24,0,27.25,0.43
15500,40,0.71,24,0,29.5,0.5
15750,40,0.82,24,0,29.5,0.5
16000,39.75,0.83,24,0,29.75,0.43
16250,40.5,0.5,24,0,29,0
16500,41,1,24,0,29.5,0.5
16750,40,1,24,0,29,0.82
17000,39.25,0.43,24,0,27.5,0.5
17250,40,0.71,24,0,27,0
17500,41.25,0.83,24.25,0.43,29,1
17750,40.25,0.83,24,0,28,1
18000,39.75,0.83,24.33,0.47,26.25,0.83
18250,39.67,0.47,24,0,26,0
18500,40.5,0.5,24,0,26.25,0.83
18750,40.5,1.12,24,0,24.25,0.43
19000,40.67,0.47,22.33,0.94,23.75,0.43
19250,41,1.22,20.75,0.43,22.5,0.87
19500,40,1,21.5,0.5,23.25,1.3
19750,39.33,0.47,23.67,0.47,24.25,0.43
20000,38.5,0.5,24,0,21.5,0.5
20250,37.5,1.26,24,0,20.2,1.17
20500,35,1.58,24,0,19.25,0.83
20750,33,0,24,0,19,0.82
21000,33.75,1.3,22.25,0.43,18,0.71
21250,34,1.41,21.33,0.47,22,1.22
21500,35.25,1.3,20.5,0.87,22.75,0.83
21750,35.25,1.3,22.5,1.66,22,1.58
22000,36,0,23.25,0.43,21.75,2.28
22250,36,0,21,1.41,22.25,2.05
22500,34.5,1.5,20,1,14.25,2.49
22750,34.5,1.5,18,0,16.5,1.5
23000,35.5,0.87,20.5,1.5,13,3.74
23250,35,1.22,23.67,0.47,11.67,3.3
23500,33,0,19.5,1.66,22,2.12
23750,35,1.41,21,1.87,24,0
24000,37.75,1.09,24,0,26.25,0.83
24250,38.5,0.5,24,0,27.25,0.43
24500,37.25,1.09,24.25,0.43,26.25,1.3
24750,32.67,0.47,22.33,1.7,20.75,2.17
25000,33.75,1.3,19,1.22,18.75,2.38
25250,34.75,1.79,16.5,2.6,21,3.54
25500,46.75,2.17,20.75,4.15,16.25,3.27
25750,47,1.22,28.33,1.25,26,3.74
26000,45.25,1.09,28,1,36.5,0.87
26250,41,2.16,21,4.64,40.33,0.94
26500,43,1.22,27.5,5.32,39,0.71
26750,43.67,5.44,27,0,34,3
27000,47.5,3.28,26,1.22,32.5,0.87
27250,38.75,6.38,16.67,3.09,28,1.73
27500,29.75,0.43,11.75,2.68,27.25,0.43
27750,26.75,1.79,17,0.71,26.25,1.3
28000,28.75,1.09,19.75,1.3,20,3.24
28250,30.5,0.5,19.33,1.25,19.33,1.25
28500,32.5,0.5,19,1,13.5,2.69
28750,32.67,0.47,14.75,0.43,11,2.83
29000,32.25,0.43,14.5,0.87,11,1.58
29250,31.25,0.83,14,0.71,13.25,2.68
29500,32,0.82,13.33,1.25,14.5,0.87
29750,32.5,0.5,11.5,1.12,14.75,0.43
30000,32.33,0.5,12,0,15,0.71
30250,32.5,0.5,13,1,19,1.87
30500,31,1,17.75,1.79,21.75,1.48
30750,30,0,20.5,0.87,21.75,0.83
31000,30,0,17.75,0.43,21.25,0.43
31250,30,0,18.25,0.43,21.5,0.87
31500,29.25,1.3,20.33,0.47,23.33,0.94
31750,25,1.41,21,0.71,24,0
32000,25.5,1.5,19,0.82,24,0
32250,28,0,20.33,0.47,22.33,0.94
32500,29,0.71,20.5,0.5,23,1.22
32750,30,0,18.5,1.12,21.67,1.25
33000,30.5,0.5,16.5,0.5,17.5,0.5
