# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,31.5,3.77,14.5,2.29,17,4.58
250,27,2.12,16.75,2.86,20,2.12
500,34,4.53,16.67,1.7,16.33,3.09
750,32,4.58,21.25,2.77,17,1.22
1000,35.33,2.49,18.5,3.5,16,2.83
1250,42.75,4.82,13.33,4.19,14.5,2.5
1500,33.75,1.3,11,3.67,21,5.52
1750,31.5,6.1,14.75,4.32,15.25,3.7
2000,41.33,4.5,19.25,4.76,15.33,2.49
2250,35.5,1.8,20.5,3.35,14.5,3.04
2500,36.75,3.9,22.75,3.03,16.75,2.28
2750,42.5,4.77,24.25,0.43,12.5,5.41
3000,28.67,1.7,20.67,4.03,21.5,2.29
3250,24.75,6.3,17.5,3.77,19.5,4.03
3500,37.75,5.02,20,4.74,11.25,6.8
3750,36,6.6,14.25,5.36,15.25,3.27
4000,35.5,3.91,10,1.41,17.25,2.49
4250,41.75,4.26,13.25,3.49,15.25,4.44
4500,34.25,8.9,14.25,2.49,15,1.22
4750,33.75,3.9,16.5,3.2,19,3.16
5000,40,4.85,10.67,2.62,15.67,2.62
5250,36,2.55,10.25,1.48,17,5.34
5500,32.5,5.36,14,1.41,20.67,0.47
5750,40.5,10.74,11.2,1.72,13,6.13
6000,29,2.24,13.33,3.86,12.67,3.3
6250,31.25,4.92,16.5,2.96,13.75,3.49
6500,38.25,4.21,14.25,3.9,15.25,5.76
6750,36.67,3.3,18.5,2.29,19.33,5.91
7000,31.33,6.13,9.5,5.41,19.67,1.25
7250,41.67,3.3,10.67,1.25,18,3.27
7500,28,12.47,12.5,2.18,16,2.94
7750,26.5,3.35,15.25,2.28,18.75,2.86
8000,36,4.24,12.75,3.11,17,2.12
8250,35.5,6.18,11.25,2.86,15,2.12
8500,28.75,3.27,17,1.73,10.75,7.63
8750,37.25,5.76,13.25,2.49,15.5,3.91
9000,32.5,8.5,12.75,4.44,14.75,5.31
9250,27,3.67,12.5,2.87,12.25,3.19
9500,34.75,6.91,13.33,2.62,12.33,2.49
9750,34.67,3.09,13.5,6.8,12.67,3.4
10000,33,2.12,18,0.71,16,1.41
10250,34.67,1.89,16.67,1.89,18.75,2.49
10500,33.5,3.57,15,1.87,14.75,1.79
10750,30.75,1.3,15,4.3,19,2.45
11000,35,6.52,15.75,3.9,13.67,6.13
11250,39.5,3.91,15.75,5.67,17.67,0.47
11500,36.25,3.83,17,3.24,13.5,1.12
11750,41.75,2.17,15.75,3.96,13.25,4.97
12000,33,3.32,15,3,19.67,5.44
12250,30.5,4.92,18.25,2.28,16.5,4.72
12500,40.75,7.33,14.5,2.29,17,1.73
12750,30.67,6.24,23.25,1.92,18.67,0.94
13000,34.67,4.64,13.33,3.4,17.5,3.77
13250,34.33,8.34,15,0,16.33,1.25
13500,39.5,5.12,16,3.74,16.75,4.76
13750,28.5,9.23,15.5,2.6,17.25,2.86
14000,41,3.61,9.25,4.32,12,3.94
14250,37.5,3.2,15.75,5.76,13.25,3.77
14500,35.25,3.11,17.25,1.79,12,3.67
14750,37,3.39,17.33,1.7,15,2.94
15000,33.5,2.87,15.5,2.29,19,4.06
15250,33,3,14,1.41,12.5,9.18
15500,40.75,5.07,17.5,3.04,15.75,3.42
15750,33.75,3.27,16.5,4.39,7.25,4.87
16000,32.75,5.4,16.5,2.87,13,1.58
16250,33,14.82,12.75,4.15,10.5,7.53
16500,36.25,2.17,12.25,5.21,16.5,2.87
16750,34.33,3.09,13.25,2.77,13,2.16
17000,39.67,2.05,16.5,1.5,12,3
17250,37,0.82,14.67,2.87,9.5,4.39
17500,36,3.54,13.5,2.6,14.5,2.6
17750,36,6.63,11,7.07,15,3
18000,32.25,0.83,15.5,2.69,17,2.92
18250,32.25,4.15,14.5,5.94,12.25,2.17
18500,36.5,11.46,17.75,4.15,15.75,2.28
18750,36.5,2.18,11.5,5.94,14.75,3.9
19000,32.25,8.7,17.75,1.92,14.25,2.77
19250,38.5,3.2,15.75,3.77,19,4.58
19500,30.25,7.92,16,1.22,19.5,2.06
19750,28.5,1.5,12.5,6.5,17.5,0.5
20000,35.83,4.02,17.8,2.04,16.17,4.81
20250,37.5,1.5,20.75,1.09,15.5,4.72
20500,39.5,4.09,18.25,0.43,17,6.36
20750,35.5,6.18,19.67,1.25,18,0
21000,29.75,2.17,17.25,3.9,19.75,1.79
21250,36.75,5.93,15.75,3.9,15.75,3.27
21500,29.75,4.6,18.5,6.34,13.25,5.72
21750,33.5,3.35,19,3.08,11,5.89
22000,36.67,5.15,18.25,3.11,15.75,7.15
22250,35.25,5.36,10.75,4.38,17.5,2.5
22500,24.33,2.36,14.75,1.64,21.33,2.49
22750,35.25,8.26,15,2.45,20.5,2.6
23000,39.75,1.3,19.25,5.07,13,6.12
23250,35.33,3.3,18,0.82,19.25,3.03
23500,40.8,4.07,11.8,4.79,14.75,1.92
23750,28.33,1.25,13.33,0.94,23.5,3.57
24000,35.25,2.59,14.25,4.44,17,2.74
24250,41.33,3.3,13.67,8.34,14.25,5.76
24500,33.5,5.22,19.25,2.38,13,5.83
24750,32.75,6.34,15.75,4.44,17.5,4.61
25000,42.75,3.11,16.75,3.03,17.25,3.27
25250,32.25,2.86,18.5,3.04,19,1.73
25500,32.25,4.92,17,2.35,18,0.71
25750,36.5,2.69,17,3.56,17.75,1.09
26000,35.5,3.91,20.67,0.47,17.67,2.05
26250,36.5,6.1,19.33,1.7,11,5.72
26500,43.5,6.18,14.75,3.7,14.25,5.36
26750,35.5,1.5,14.25,2.49,20.5,0.87
27000,37.5,2.6,14.25,6.3,15.75,2.86
27250,40.25,6.02,15,3.67,13.5,3.35
27500,36,0,15.75,3.34,12,0
27750,27,9.9,7.25,4.82,12,3.54
28000,42.5,3.2,14.5,0.87,16.25,1.3
28250,26.75,6.26,16.75,1.92,15.5,4.97
28500,30.67,4.11,13.67,1.25,17.75,2.38
28750,35.25,6.76,14.25,4.92,14,3.67
29000,34.5,3.35,13,4.47,17.25,0.83
29250,34.5,2.06,17,3.74,17,3.74
29500,36.25,4.6,11.75,3.7,16.5,3.57
29750,28,3.94,11.25,4.49,12.5,1.8
30000,28.5,5.41,16.33,4.11,17.33,5.19
30250,39.5,6.54,16.33,1.25,16,0.82
30500,31.75,2.49,16,0,14.5,3.5
30750,38,2.16,14,1.41,17.33,3.77
31000,37.67,4.92,12,2.45,12.5,7.26
31250,31.5,4.56,18,3.54,19.75,3.27
31500,26,2.35,15.25,1.3,16.5,6.22
31750,40.5,6.18,16.5,2.87,20.75,1.64
32000,35,2.12,20.75,2.95,16,3.24
32250,34.25,9.01,13,4.42,9.75,2.38
32500,37.75,8.79,19,2.74,15.25,4.6
32750,30.25,2.05,11.5,5.85,13,1.41
33000,29,3.39,19,3.61,15.67,3.86
33250,36.75,2.49,14.33,5.56,11,1.41
33500,36,0,15,3.94,9.33,4.19
33750,32.75,9.42,6.67,4.11,12,1.63
34000,40,3.74,14.33,1.7,14,2.12
34250,28.25,4.55,11.25,0.43,16,1.58
34500,31.25,5.76,15.5,3.5,13.25,1.79
34750,38,8.4,13.75,2.49,16.5,1.12
35000,37.75,1.3,18.5,4.56,13.25,2.77
35250,38.75,3.63,19.25,1.79,14.5,3.35
35500,33,6.48,16.33,4.19,17.75,4.6
35750,31,4.85,19,3.27,11.25,7.6
36000,27,7.65,15.5,6.18,16.75,4.38
36250,41.25,4.44,14.25,1.92,15.5,5.12
36500,37.75,1.3,17,0.82,13.25,5.02
36750,39.75,2.49,13.33,3.86,8,7
37000,39.75,6.76,13,3.56,20.33,4.5
37250,31.5,6.18,21.33,0.94,16,5.72
37500,30,4.24,15.5,2.69,9.5,3.5
37750,44,3.74,16.67,1.7,14.5,6.42
38000,38.67,0.47,19.67,3.68,19,1.22
38250,39.75,1.3,13.75,3.7,18.25,2.95
38500,40.75,2.28,15.25,1.79,16.5,3.2
38750,33.25,4.76,14.75,2.17,15.5,4.15
39000,26.5,4.5,16.75,3.27,19.5,4.39
39250,38.5,6.98,17,5.66,15.67,3.3
39500,37.33,1.89,20.25,1.92,20.33,1.7
39750,39.2,2.56,18.75,1.92,14.8,4.96
40000,35.33,5.73,17.67,2.62,21.67,1.7
40250,30,0,12.75,3.96,13,2.45
40500,26.67,2.62,14.75,1.92,17,4.32
40750,39,4.24,18.33,3.09,15.75,2.38
41000,34.25,3.49,13.5,3.84,15.75,4.32
41250,35,3.54,14.75,1.48,11.75,6.91
41500,36.25,6.8,13.5,6.69,12,3.56
41750,32.75,3.7,18.25,3.9,18.25,3.63
42000,25.5,3.35,12.75,6.5,10,1.22
42250,36.75,6.02,17.5,1.66,15.25,2.49
42500,33.75,5.4,16.75,4.09,8.5,4.72
42750,33.75,3.27,18.25,2.77,17.25,5.36
43000,39,2.45,19,2.94,18.5,2.6
43250,34.5,2.06,18.25,2.59,16.5,3.35
43500,24.5,7.4,15,1.87,21,1.87
43750,39.5,5.12,17,3.67,20,3.24
44000,31,2.92,18,3.67,21.25,1.09
44250,35,3.67,17,4.69,13.75,5.76
44500,33.5,2.5,15,3,15.5,3.5
44750,33,4.9,16.5,3.2,18.2,4.4
45000,31.75,2.95,16.75,5.85,18,1.41
45250,42.33,4.64,21.25,1.92,13.33,4.19
45500,37.5,1.5,22.5,1.12,12.5,5.36
45750,36.75,4.82,19.5,1.5,14.5,8.44
46000,36.5,7.57,15.25,1.79,18.75,4.09
46250,33,0,13.5,0.5,16.25,3.03
46500,34,2,18.75,0.83,21.25,3.27
46750,36.5,6.18,13,1.22,14.25,2.49
47000,38.25,0.43,12.5,4.5,13.25,5.21
47250,37.5,1.12,15.5,2.5,18.25,3.7
47500,36,4.74,15.67,3.09,17.5,4.77
47750,24.75,7.4,16,4.55,21,2.16
48000,38.33,3.3,17,5.1,13.67,4.64
48250,41.25,3.56,18.25,2.49,21,2.12
48500,35,4.53,16,2,18,6.38
48750,37.5,3.57,16.75,2.77,12,4.06
49000,35.25,3.34,18.75,2.49,18,3.67
49250,30.33,0.47,15.75,4.44,17.33,2.87
49500,37.5,1.5,16.75,2.17,14.67,0.47
49750,43,2.55,16.75,2.68,20.5,2.6
50000,35,2.16,16,1.41,19,4.12
50250,38.25,4.82,15,6.96,12.5,8.44
50500,37.25,5.89,13.25,5.12,19,3.67
50750,29.25,3.27,15,4.47,15.75,3.34
51000,37.5,6.54,13.25,3.7,14.75,3.03
51250,38.25,3.9,15.5,3.64,16.75,2.28
51500,33.75,2.86,16,3.61,15.25,3.34
51750,39.75,3.11,18.25,2.77,10.25,3.42
52000,33.25,5.17,12.5,4.03,19.5,1.5
52250,27.5,4.15,10,6.16,14.33,0.94
52500,31.33,5.44,12.25,3.9,13,7.48
52750,37.75,2.49,17,1.58,13.75,5.07
53000,31.67,0.47,10.67,4.19,12.75,1.3
53250,37.33,1.25,14.33,4.78,16.25,1.09
53500,31.75,1.3,14,1.58,19.75,4.32
53750,30.67,5.56,15.67,2.05,21.25,1.64
54000,32.75,7.12,16.5,5.5,19,2.74
54250,40.75,3.96,10.25,2.17,17.5,3.77
54500,38.75,0.43,13.5,2.6,20.75,6.38
54750,39.5,2.6,16.5,2.06,15.25,2.49
55000,34.25,8.95,12.75,4.44,15,4.24
55250,28.25,3.7,16.5,4.5,19,2.45
55500,39,3.67,14.75,7.4,17,2.12
55750,39,1.87,20.25,1.92,16.25,3.03
56000,37.5,2.69,13,4.32,19,0.71
56250,39,4.95,17.67,4.03,10,4.24
56500,31.75,3.03,13,1.41,15.67,6.85
56750,26,5.35,15.75,3.96,19,2.16
57000,35.5,6.06,11.75,5.58,20.25,0.83
57250,38,1.87,14,3.54,22,1.41
57500,36.33,0.47,13.67,5.79,18,2.45
57750,38,1.58,14.75,2.38,15.25,0.43
58000,36.5,5.5,16,2.83,11.5,5.22
58250,27,5.79,15,4.3,12.5,2.18
58500,36,6.36,12.25,4.55,11.75,4.6
58750,34.5,1.5,13.25,5.54,14.25,2.77
59000,39,2.12,16.5,5.12,6,0.82
59250,37.5,5.94,12.75,3.83,13,6.16
59500,38.25,3.9,15.25,1.79,17.5,2.29
59750,32.5,2.29,13.5,4.5,17,3.24
60000,32.5,7.09,15.25,0.43,10.25,7.05
60250,36.75,1.3,15.75,3.34,18.25,2.17
60500,35.25,3.34,17.25,5.4,19.75,2.17
60750,35,8.09,13.75,1.92,15.75,6.42
61000,32.75,6.76,15,2.45,21,4.24
61250,27.25,3.7,19.5,2.29,18.25,2.05
61500,29,1.41,14.5,4.97,22.67,1.89
61750,27.5,10.36,16.5,5.32,12,7.04
62000,32,5.1,13.67,2.36,18,2.94
62250,33.5,9.86,10.75,4.38,16,4.06
62500,33.75,6.76,14.25,4.02,19.5,4.5
62750,24.75,3.9,15.25,2.38,17,2.35
63000,29.25,12.07,16.5,1.66,15.75,3.56
63250,37.5,1.12,13,7.25,14,2.45
63500,37.5,1.5,18,0.82,17,1.63
63750,38.5,8.38,15.25,2.49,17,5
64000,30,2.55,10.5,3.35,19.75,4.55
64250,29.75,9.34,13.33,2.87,22,1.41
64500,39.75,3.77,16,6.32,18.8,2.4
64750,37.25,1.64,22,2.83,20,1.41
65000,38.25,4.92,14.25,5.54,15.75,3.56
65250,33.33,8.26,10.75,6.06,18.33,4.19
65500,24,9.95,14,2.12,14,3.81
65750,34.25,4.6,16.25,5.21,15.5,3.35
66000,38.5,2.29,19.5,2.6,14.25,3.63
66250,38.25,1.3,19.75,4.6,17,3.74
66500,39.33,2.05,22.67,1.25,18.75,5.54
66750,36.75,1.92,18,2.24,18.25,3.27
67000,29.25,7.79,12.5,4.03,16.5,0.87
67250,31,7.81,8.75,5.07,20,4.9
67500,41,4.42,13,1.41,12.33,2.05
67750,39.75,1.3,14.75,4.21,13.75,2.86
68000,42,2.74,16.6,3.83,14.4,3.72
68250,34.25,4.6,18,2.94,17.67,6.34
68500,23.5,9.84,13,3.39,19.5,3.28
68750,28.33,3.09,15.25,2.17,13,1.63
69000,36,4.9,13.25,4.15,16.33,1.48
69250,24,4.9,16,3.24,14.67,2.36
69500,27.33,12.26,16,2.83,14,9.51
69750,33.25,4.55,16,2.74,15.25,2.17
70000,32,1.22,16.75,1.79,17,3.46
70250,29.75,4.09,15,2.55,19.5,3.2
70500,38.5,3.77,15.25,1.79,16.25,4.49
70750,37,2.92,10.75,3.42,11.25,6.87
71000,38.25,7.76,13.25,4.02,16.5,4.5
71250,36.5,7.09,17.75,1.92,17,2.74
