# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,32.25,5.76,14,4.36,18,2.12
250,37.75,5.07,15.5,3.2,14.75,1.79
500,34.5,2.6,20,4.74,20.5,2.87
750,23.75,5.36,11.75,6.22,14.25,3.77
1000,41.25,3.77,15,6.63,11.5,2.69
1250,36.75,1.3,13.5,3.35,15,2.55
1500,37,1.22,17.5,4.92,12.5,3.64
1750,38.5,7.09,11.5,6.8,16,4.74
2000,27.5,6.42,16.33,2.62,14.67,3.86
2250,26,3.61,15.75,2.95,14.25,6.3
2500,40.33,1.25,14.75,2.17,15,2.45
2750,35,1.22,17,1.22,14.75,3.27
3000,35,2.92,18.75,3.11,16.5,2.96
3250,37.67,8.34,15,2.45,14.33,8.18
3500,33.25,1.79,15.67,2.87,13,3.74
3750,32.75,6.94,14.75,2.17,15,2.45
4000,42.75,4.15,20.25,0.83,12,2.12
4250,41.5,1.5,11.5,4.61,14,4.69
4500,33.25,8.64,11.75,7.85,11.75,2.17
4750,31.25,4.71,17.25,3.03,17.5,3.77
5000,25.5,3.35,13.25,1.09,18.25,1.79
5250,32.5,10.5,15,1.63,18.67,1.7
5500,38.25,0.83,19,4.18,15.25,2.38
5750,36.25,3.56,19.33,2.36,15.33,1.25
6000,42.33,2.87,16,2.55,21,0
6250,33.33,2.05,12.25,3.03,18.67,3.3
6500,23.67,2.36,9.67,1.25,15.33,4.03
6750,37.67,5.44,16,1.41,10,6
7000,39,3.74,17.5,3.64,13.5,3.2
7250,33.5,2.87,11,1.22,17.5,3.35
7500,36,4.24,14.33,0.47,15.67,2.62
7750,33.25,2.95,12.75,1.92,12.25,6.87
8000,32.25,7.46,17.5,2.6,16.5,3.91
8250,39.5,3.84,18,2.55,18,1.73
8500,37.5,1.12,17.75,1.64,16.5,2.69
8750,36.75,3.27,11,7,15,4.24
9000,29.5,14.5,18.25,1.79,18.25,5.93
9250,25.25,7.33,16.5,1.5,21.5,2.87
9500,32.33,3.3,15.5,1.5,18.33,5.25
9750,39.5,6.54,15.75,1.3,9.25,7.36
10000,31.5,4.5,15,1,15.5,3.5
10250,36,2.12,14,2.55,17.25,2.86
10500,33.75,5.36,20.5,2.96,18.75,4.6
10750,29.25,2.86,19.75,2.17,18.5,2.06
11000,34.75,5.07,17.75,3.42,12.75,3.27
11250,38.25,5.76,18.25,3.7,14,4.85
11500,32.5,3.5,13,2,19.75,1.48
11750,36.5,4.15,16,2.74,16.75,2.49
12000,29,3.67,16,2.55,9.25,3.56
12250,25.25,4.76,15,5.1,14,4.12
12500,38.33,4.99,14.33,1.7,10.5,3.5
12750,34.2,3.6,16.5,2.69,14.75,1.79
13000,34.67,6.85,9.5,3.57,14,5.35
13250,34,12.14,16.5,3.35,20.75,2.95
13500,28.5,4.72,15.25,4.02,18.5,6.8
13750,31.33,6.13,15.33,4.92,15,2.12
14000,41,3,17.75,1.79,18.25,2.77
14250,31.25,1.3,14.75,5.93,17.5,2.18
14500,36,3.67,20.75,0.43,16,2.24
14750,34,12.51,19.75,1.09,19.75,4.71
15000,30.25,2.59,21,1.87,21.25,0.43
15250,30,3.67,21.25,1.09,21.75,0.83
15500,40.67,3.68,22.67,1.89,8,4.97
15750,36.5,2.29,17.25,3.77,14.75,5.89
16000,41.25,3.27,15.25,6.06,23.25,1.48
16250,35.25,5.36,18.75,2.86,18.25,4.44
16500,28.25,5.72,16.25,6.1,14.5,5.12
16750,39.5,3.57,18.75,2.49,15,7.58
17000,32.25,3.9,18.25,4.26,20,2.12
17250,35.5,5.41,18,4.32,13.33,2.36
17500,37.25,7.15,12.25,6.57,17.25,2.86
17750,31.5,3.35,12.67,3.3,19.25,1.09
18000,35.5,1.5,10.5,5.59,19.25,1.92
18250,36.25,3.77,12.25,8.26,20.25,2.59
18500,38.5,1.5,18.75,3.9,20,0.71
18750,36.75,3.27,15.75,0.83,14,2.94
19000,39.5,8.29,13.5,6.22,18.5,5.12
19250,24.67,1.7,13.75,2.28,15.67,6.18
19500,24,2.12,13.33,3.4,14,7.91
19750,42.67,1.7,21.67,0.94,18,2.55
20000,32.5,6.65,18.75,3.9,16.33,3.3
20250,34.5,11.32,21,2.12,11.25,5.12
20500,39.75,5.36,15.5,2.87,14.25,1.92
20750,31,3,16.5,2.96,17.5,0.5
21000,33,6.36,11.5,2.18,12.25,2.17
21250,38.75,5.63,12.25,2.28,16.75,3.49
21500,35,4.24,14,5.05,18.25,4.21
21750,37.75,5.36,16,3.56,11.67,0.47
22000,36.75,6.06,12.75,3.11,17.25,3.49
22250,28,1.87,17.75,4.71,19.25,0.83
22500,36,4.9,16,2.83,17.67,4.19
22750,30,4.55,16.25,4.76,21,2.12
23000,36,0,10.5,5.32,14.33,4.03
23250,39,6.6,8.25,3.77,5.75,3.27
23500,31,2.92,9.33,4.19,14.75,4.6
23750,30.5,5.02,15.75,2.86,14,1.22
24000,40.5,2.69,14.5,3.77,15.75,3.11
24250,36,0,14.33,2.62,18,4.53
24500,35,5.05,17,2.12,15.33,3.09
24750,37.5,6.87,15.75,1.48,16.5,1.5
25000,24.25,7.26,15.75,5.8,13.25,5.31
25250,29.25,6.06,10.67,8.06,15.25,4.02
25500,40.25,3.19,15.25,1.3,17.75,2.38
25750,33.75,1.3,19.5,1.5,14.5,6.26
26000,37.75,1.09,17.33,0.94,16,2.94
26250,34.5,7.23,7.67,4.03,17,2.12
26500,27,2.55,14.75,1.64,15.75,1.48
26750,28.67,1.25,19.33,5.91,23,1.41
27000,40.5,4.5,17.33,3.3,16.67,2.62
27250,35.25,1.3,17.25,3.27,17.67,4.03
27500,35.75,3.63,9.67,5.31,15.25,3.96
27750,36.75,1.3,13.75,2.05,13,5.79
28000,31.75,2.05,15.5,4.97,16.25,4.02
28250,33.5,7.02,15.5,5.22,18.25,0.83
