# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,24.5,4.77,16.5,4.5,13.75,2.38
250,40,5.24,19.25,2.86,12.25,4.32
500,40,2.83,17,1.41,16.75,4.71
750,37.75,0.83,16,5.15,16.25,7.12
1000,36.5,5.36,18.25,2.17,11.5,4.27
1250,31.25,9.88,9.75,3.27,17.5,4.03
1500,28,2.74,18.25,1.92,18,3.08
1750,36.25,6.02,17.25,4.26,19.25,5.97
2000,39,3.67,18.25,3.11,14,8.46
2250,37,1.41,19,2.94,18.5,1.5
2500,38.6,1.96,16.75,2.49,15.6,4.41
2750,35.5,7.09,12.5,0.87,13.75,4.66
3000,24.5,4.97,14.75,3.42,17,1.87
3250,30.25,8.14,15.25,4.44,15,3
3500,39.5,3.35,13,6.53,16.25,1.79
3750,35.33,3.3,17.33,1.7,16.75,2.05
4000,40.5,3.2,18.25,3.11,18,2.92
4250,35,7.65,16,2,17.25,2.17
4500,28,2.94,18,1.73,16.67,4.03
4750,28.25,5.21,15.25,4.02,22,1.22
5000,40,4.24,11.75,1.79,19.75,1.64
5250,36.25,0.43,11.25,4.32,10.5,6.8
5500,33.67,3.86,13.33,4.64,17.5,1.12
5750,37.5,11.08,15.75,3.96,15.5,7.3
6000,26.5,2.87,9.75,1.3,15,5.24
6250,25.33,4.19,11.33,0.47,19.25,4.76
6500,39.25,5.07,15.5,5.59,18,2.74
6750,34.75,2.17,20.25,3.34,17.25,3.9
7000,33,3,21,2.92,12,8.15
7250,34.5,1.5,22.5,1.5,22.5,1.5
7500,31.5,6.99,14.75,2.28,22,2.12
7750,28.5,2.96,17.5,2.06,15.5,1.5
8000,34.33,8.06,18.25,5.45,18.67,2.05
8250,36.25,2.17,23.75,4.71,13.5,1.5
8500,37,3.27,14.75,2.49,17.67,1.89
8750,34.33,6.85,14,0.82,16.25,3.83
9000,25.5,3.2,14.75,3.19,20.25,2.49
9250,24,6.96,17.75,2.38,17.5,6.02
9500,37,3.74,16.67,4.78,11.75,1.09
9750,40,0.82,19.67,2.36,7.25,7.6
10000,37.75,3.49,18.25,0.43,14.25,3.96
10250,40.75,3.7,18.25,4.21,21.5,2.87
10500,33.75,10.28,17.75,2.59,20.25,2.59
10750,27.75,7.85,14.75,3.27,15.75,6.87
11000,34,5.61,14,6.82,10.25,6.68
11250,39.25,1.79,17.25,2.68,20.5,0.87
11500,36,4.74,16,1.63,20.33,1.7
11750,38.5,4.77,20.5,1.5,14.67,2.05
12000,34.67,1.89,16.25,4.38,17.67,1.7
12250,23.67,4.11,8.67,5.44,18,3.67
12500,37.2,6.49,15.8,4.31,13.5,7.3
12750,36.67,4.71,16.67,4.11,14.25,2.68
13000,34.5,2.06,11.5,5.41,16.5,2.5
13250,38.75,3.7,13.25,2.68,20.75,2.17
13500,35.75,7.15,10.67,5.79,20,4.08
13750,28,1.22,10,5.2,17.5,4.56
14000,32.25,8.84,15.25,1.79,13,1.87
14250,39.75,6.42,13,1.41,15.25,2.17
14500,33.75,1.3,17,2.74,14.75,1.92
14750,38.75,2.17,14,2.45,8.25,7.26
15000,32.75,7.12,18,0,17,1.58
15250,31.5,2.06,13.5,2.29,19.5,7.23
15500,30.75,3.27,13.25,5.8,22.5,2.06
15750,39,3.32,17.25,3.11,19,3.08
16000,36.5,2.29,13.25,3.19,16.25,4.55
16250,36.5,2.29,17.33,4.5,17.67,4.5
16500,34.33,5.56,17.5,4.27,13.33,3.3
16750,29,0.82,15,3.39,25,1.41
17000,27,11.64,17.33,0.94,18,3.39
17250,42.25,1.79,17,1.58,17.25,3.27
17500,32.33,4.03,16.5,1.5,13.75,3.27
17750,37.67,3.3,10.33,6.94,18.33,2.05
18000,41,3.24,12.5,3.91,16.75,1.3
18250,29,7.26,12.5,3.91,16.33,4.03
18500,29.5,1.5,17,3.16,16,2.83
18750,31.25,12.32,16,1.73,11.5,2.29
19000,40.5,5.68,12.75,6.87,19.25,2.49
19250,35.5,6.5,14,8.15,15.25,2.38
19500,34.67,7.59,10.75,4.32,16.33,1.25
19750,34.5,7.3,15.33,2.49,19.67,1.25
20000,30,2.16,17.5,3.35,15,6
20250,23,6.16,15,0,19,3.39
20500,32,9.41,11.5,6.22,15.75,5.12
20750,33.5,2.06,17.25,4.44,18.5,2.18
21000,33,1.87,17.5,1.5,14.5,4.5
21250,37.25,5.21,15.75,1.48,15.25,1.92
21500,34.25,7.01,15.5,3.2,15.5,4.82
21750,23.25,8.17,16.75,4.6,13.75,2.49
22000,34.75,8.93,14,5.96,13,2.92
22250,37.75,6.1,14.5,2.5,9.75,2.86
22500,33,2.12,11,9.06,7.33,3.3
22750,37,3.39,13,0.71,15.75,3.56
23000,32.5,8.02,19,2.55,21,1.87
23250,26,4.74,16,2.45,15.75,3.27
23500,33,5.61,15,5.24,13,3.67
23750,39.75,3.77,19.5,1.12,14.75,3.42
24000,34.5,2.6,20,3,18.75,3.27
24250,39,3.94,19,0.82,16,4.97
24500,36.5,5.77,20.75,1.09,19.33,1.89
24750,26.33,3.3,16.75,2.49,22.5,1.5
25000,26.67,4.71,15,3,17,3.74
25250,33.5,7.3,13.25,7.15,19.25,1.3
25500,36.33,0.47,19,5.1,15,3.67
25750,34.5,4.5,19.75,6.26,15,6.96
26000,33,9.82,17.5,3.77,12.5,5.12
26250,36.25,6.02,19.75,1.3,19.25,2.05
26500,28.75,1.09,13,7.79,13.75,1.64
26750,39.25,2.59,14.75,5.21,9.5,3.84
27000,40,1.41,21.75,0.83,16,1.41
27250,36.75,3.27,19,1.58,17,6.04
27500,36,8.6,14,1.41,14,2.83
27750,36.67,5.91,12.5,3.2,15.33,4.5
28000,24.75,6.14,18.25,1.92,20.5,4.97
28250,37,1.41,19.67,2.36,18,3.08
28500,39,2.74,16.25,3.63,17.5,3.91
28750,37.25,2.49,15,4.24,12.75,4.44
29000,36.25,4.55,13.67,1.25,12,4.55
29250,33.75,7.76,15.75,2.49,13,5.1
29500,27.67,2.87,15.25,3.11,13.33,4.19
29750,29.33,7.41,16,2.16,17.75,3.7
30000,38.5,6.69,16,4.06,17.25,2.49
30250,33.75,2.28,15,2.12,15.5,1.5
30500,36,4.74,15,3.67,16,4.12
30750,39.5,3.77,16,1.73,12.5,3.64
31000,28.5,1.8,11.75,3.42,12.5,6.54
31250,29.5,5.41,10.5,4.5,10.33,6.6
31500,34.5,4.5,18,3.32,19.25,2.49
31750,31.75,4.76,17,2.94,16.5,2.69
32000,37.5,6.34,19.5,1.12,14.75,4.02
32250,30.75,9.81,12,0,20.67,4.03
32500,29.67,1.25,17,2.12,11.33,4.92
32750,18.67,6.24,21.67,1.7,17,1.22
33000,34,2.12,14.33,4.78,14.75,4.38
33250,31.75,5.07,15.75,3.56,16.5,4.97
33500,31.75,4.82,13.25,1.3,13.25,4.82
33750,43,7.04,8,5.35,18.25,2.49
34000,29.5,1.5,13.5,2.87,16.5,6.18
34250,28.25,4.76,16.5,2.69,20.25,1.48
34500,36.5,2.29,16.67,4.03,19,3.56
34750,34,3.74,18,2.45,14,2.83
35000,31.6,2.33,9.75,5.36,13.8,1.83
35250,35,5.43,8.33,5.19,15,7.12
35500,26.67,2.05,11.75,3.34,19.33,3.4
35750,24.67,4.11,18.5,0.5,17.33,4.11
36000,39.75,3.77,14.25,7.08,18.5,1.8
36250,35.33,3.3,14,4.55,15.25,2.17
36500,32.75,2.38,20,3.74,16,2.16
36750,33.5,8.73,14.33,3.3,15.5,2.5
37000,26.67,11.67,12,2.94,13.5,4.5
37250,25.4,2.8,13.25,3.42,17.2,5.98
37500,34.5,6.18,17,3,15.5,3.5
37750,36.25,2.17,17.5,3.35,19.75,2.28
38000,35.25,5.26,15.67,2.87,13,6
38250,40,6.6,11.75,2.49,13.75,4.97
38500,28.25,0.83,17,1.22,15.75,2.86
38750,30.33,2.49,12.33,4.99,12,7
39000,40,2.45,19,5.34,16.4,2.8
39250,24.33,3.3,16,3.61,12.33,4.5
39500,32.5,0.5,17.33,2.87,11.67,4.03
39750,35.75,5.72,12.25,3.7,16.5,3.2
40000,30,8.92,15.25,2.17,16.5,3.35
40250,26,3.08,12.5,3.84,16.75,3.77
40500,36.75,4.44,13.33,2.62,12.5,1.5
40750,33,4.95,16.5,4.56,13.75,2.59
41000,31.75,5.07,16.75,2.86,17.5,2.29
41250,36.75,4.92,15.75,2.28,9.5,4.5
41500,34.5,5.02,14.75,1.09,18.5,3.57
41750,26,3.24,17,3.08,17.75,1.79
42000,40.75,3.7,9.5,4.97,12,2.83
42250,36.25,0.43,14.25,3.7,18.67,2.62
42500,35,2.92,13.67,3.09,11,0
42750,33.75,8.26,12.25,1.92,12.25,6.94
43000,31,1.41,12,5.1,19,0.82
43250,26,3.67,17,3.24,14.25,1.92
43500,41,4.06,16.5,3.84,11.67,5.31
43750,37.5,0.5,16.5,4.5,11.25,3.9
44000,37.8,3.06,15.6,3.2,16.25,2.95
44250,42.33,2.49,14.67,0.47,15,4.12
44500,33.5,3.84,5.75,2.49,22,2.12
44750,25.5,5.5,14.67,9.1,18.75,2.86
45000,33,7.18,17.75,4.66,17.25,7.08
45250,36.75,1.3,21.67,3.4,20.33,1.25
45500,38,2.16,14.75,2.68,14,0.82
45750,39,4.24,14.33,2.62,21,2.12
46000,33.5,13.05,20.25,1.3,20,4.74
46250,21.75,6.02,18.75,3.34,20.5,1.5
46500,31.5,6.1,17,4.74,15.25,2.28
46750,38,1.22,21.75,2.49,17.5,0.5
47000,34.5,3.35,17.25,3.34,19.5,3.35
47250,36.25,6.38,18.33,1.25,20,2.35
47500,33.25,5.67,12,4.18,17.5,5.68
47750,21.5,5.5,12,3,17.75,5.8
48000,33,4.74,15.5,2.29,19.75,0.43
48250,34.5,3.2,23,1.41,19,1.41
48500,36.25,2.17,10,4.53,18,0.71
48750,41.67,6.18,18.25,5.45,16.67,2.62
