# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,41.5,0.5,14,0,14.5,0.87
250,41.75,0.43,14.75,0.43,13,0.71
500,41.5,0.5,16.5,0.5,12.5,0.5
750,41.5,0.5,16.75,0.43,14.25,1.48
1000,41.5,0.5,16.25,0.83,15.5,0.87
1250,41.75,0.43,16.5,0.5,15.25,0.43
1500,41.75,0.43,17,0,15.25,0.83
1750,41.75,0.43,15.25,1.09,11,3.08
2000,41.5,0.5,17,1.63,2,0
2250,41.5,0.5,19,0.82,13.33,1.7
2500,42,0,16.25,0.83,16,2.12
2750,41.5,0.87,14.25,2.49,11.25,7.85
3000,41.5,0.5,19.5,1.12,15.25,1.09
3250,41.67,0.47,12.75,4.44,15,3.56
3500,41.5,0.5,14.25,1.48,14.25,2.86
3750,41.5,0.5,14.25,0.43,15,1.22
4000,41.67,0.47,12.67,1.7,16.25,0.43
4250,41.5,0.5,15.5,0.5,15.75,0.83
4500,41.75,0.43,14,1.22,13.75,0.83
4750,42,0,14,1.22,10.75,1.3
5000,41.5,0.5,13.25,0.83,13.25,1.92
5250,41.5,0.5,15.25,0.43,13.25,0.83
5500,42,0,16.33,0.47,12.33,0.47
5750,41.75,0.43,18.6,1.36,15.8,1.94
6000,41.75,0.43,18.5,0.5,16.75,0.83
6250,42,0,15.25,1.79,14,0.71
6500,42,0,10.75,0.83,13.75,0.83
6750,42,0,14,1.41,13,0.82
7000,42,0,12.5,3.28,10.25,3.77
7250,42,0,19,1.22,17.5,0.5
7500,42,0,20.33,0.47,16.67,0.94
7750,42,0,19.75,0.43,16.5,1.12
8000,41.67,0.47,19,0,15,0
8250,41.5,0.5,18.25,0.43,15,0.71
8500,41.33,0.47,19.67,0.94,17,1.22
8750,41.75,0.43,19.25,0.43,18,0
9000,42,0,18.75,0.43,16.25,0.83
9250,41.75,0.43,19,0,15.5,0.5
9500,41.75,0.43,18.5,0.5,15.5,0.5
9750,41.5,0.5,18.25,0.43,15.75,0.83
10000,41.5,0.5,19.25,0.43,16.25,0.83
10250,41.75,0.43,19,0,17,0.82
10500,41.5,0.5,19,0,17.33,0.94
10750,41.83,0.37,19,0.63,16.8,0.75
11000,41.67,0.47,12.25,0.83,15,2.16
11250,42,0,12.67,0.47,13.25,0.43
11500,41.67,0.47,9.67,0.47,11.5,0.5
11750,41.75,0.43,11.67,0.47,4.75,2.59
12000,41.5,0.5,10.25,1.48,4.5,2.69
12250,41.75,0.43,6.25,1.48,10.5,1.12
12500,42,0,6.33,0.94,12,0
12750,41.5,0.5,1,0,9.5,0.5
13000,41.5,0.5,3,0.71,10.25,0.83
13250,41.67,0.47,1.5,0.5,10,0
13500,41.33,0.47,2,1.41,10.33,0.94
13750,41.5,0.5,5,0,11.75,0.43
14000,41.75,0.43,5,0,11.25,0.43
14250,41.5,0.5,1.5,0.5,11,0
14500,41.5,0.5,5,0.71,11.25,0.43
14750,41.5,0.5,4.67,1.25,11.67,1.25
15000,41.5,0.5,9.75,2.49,10,1.63
15250,41.75,0.43,12,0,9.25,1.64
15500,41.5,0.5,9,1.41,12.5,0.87
15750,41.5,0.5,7.33,0.47,11.5,0.5
16000,41.5,0.5,8.67,0.47,10,0.82
16250,41.75,0.43,6.25,1.48,9.5,0.87
16500,41.5,0.5,3.5,1.12,8.33,0.47
16750,41.5,0.5,5.25,0.83,10.25,0.83
17000,41.5,0.5,5,0.71,12,0
17250,41.67,0.47,2.67,1.25,11.67,0.47
17500,41.33,0.47,5.5,0.5,11.75,0.43
17750,41.5,0.5,8.5,1.5,12,0.71
18000,41.5,0.5,9.75,0.83,12.25,0.43
18250,41.5,0.5,9.33,0.47,12.25,0.43
18500,41.5,0.5,6.75,0.83,11.75,0.43
18750,41.5,0.5,9,0,11.75,0.43
19000,41.5,0.5,8.5,0.5,11,0.82
19250,41.5,0.5,8.75,0.43,11.25,0.83
19500,41.5,0.5,7.33,0.94,11,0.82
19750,41.5,0.5,6,0,10.25,0.83
20000,41.67,0.47,6.75,0.83,11.33,0.94
20250,41.5,0.5,8.5,0.87,10.5,0.87
20500,41.33,0.47,7.33,1.25,11.33,0.47
20750,41.5,0.5,8.75,2.49,12,1.87
21000,41.5,0.5,9.33,3.09,17.25,3.77
21250,41.5,0.5,2.5,0.5,21,0.71
21500,41.5,0.5,4.5,1.12,20.75,0.43
21750,41.5,0.5,4,1.58,21,0
22000,41.5,0.5,2,1,18.75,0.83
22250,41.5,0.5,9,1.87,18.25,0.43
22500,41.5,0.5,11.67,0.47,18,0
22750,42,0,8.75,1.3,19.5,1.5
23000,41.5,0.5,10,1,21.25,0.43
23250,41.67,0.47,8,0.82,21.33,0.47
23500,41.5,0.5,11.75,0.43,21.5,0.5
23750,41.5,0.5,10.25,2.05,21.5,0.5
24000,41.5,0.5,6.75,0.43,21.5,0.5
24250,41.67,0.47,2.67,1.7,21.5,0.5
24500,41.5,0.5,1,0,20.25,0.83
24750,41.5,0.5,4.5,1.5,20,1.22
25000,41.5,0.5,8.67,0.47,21.5,0.5
25250,41.67,0.47,10,0,21.67,0.47
25500,41.75,0.43,11.25,0.83,21.5,0.5
25750,41.5,0.5,5.5,3.5,22,0.71
26000,41.5,0.5,5,1,21.75,0.43
26250,41.5,0.5,11,3.54,20,0.71
26500,41.75,0.43,14.25,1.3,17.5,1.66
26750,42,0,13.5,1.5,13.67,0.47
27000,42,0,9,4.64,15.25,1.48
27250,42,0,12.5,5.68,13.25,6.42
27500,42,0,7,3.54,15.33,2.49
