# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,42,0,18.75,0.83,20.25,0.83
250,42.25,0.43,18.25,0.43,20.75,0.83
500,42.5,0.5,19.5,0.87,18.75,0.43
750,42.25,0.43,19,0,20.75,1.09
1000,42,0,20.33,0.47,21,0
1250,42,0,18.33,0.47,21.33,0.47
1500,42,0,18,0,21,0
1750,42.5,0.5,18.25,0.43,21,0
2000,42,0,19,1.22,21,0
2250,42.5,0.5,21,0,18.25,1.09
2500,42,0,21,0,16.5,0.5
2750,42,0,21,0,18,0.71
3000,42.5,0.5,21.33,0.47,19.67,1.25
3250,42.25,0.43,21,0,20.5,0.5
3500,42.5,0.5,21,0,19.75,0.83
3750,42,0,20,0.71,19.25,0.83
4000,42.25,0.43,19.25,0.43,17,1.22
4250,42,0,20.5,0.5,15.25,0.43
4500,42,0,21,0,16.5,1.12
4750,42,0,19.75,1.3,20.33,0.47
5000,42.25,0.43,20.75,0.43,19,1.22
5250,42.5,0.5,19,0.71,18,0.71
5500,42.25,0.43,18.25,0.43,19,1
5750,42.33,0.47,20,0.82,18.75,1.3
6000,42,0,20.75,1.79,19.25,2.49
6250,42,0,11.25,2.59,11.25,3.34
6500,42,0,13.5,1.5,16,1
6750,42,0,14.67,0.47,16.67,0.47
7000,42.75,0.83,16.33,1.7,9.5,3.5
7250,44.33,0.47,18.25,0.43,12,0.82
7500,45,0,16,0,12.25,0.43
7750,44.33,0.47,17,0,12,0
8000,44.75,0.43,17.25,0.43,12.5,0.87
8250,45,0,16,0.71,12.5,0.87
8500,44.75,0.43,15,0,12,0
8750,45,0,15.5,0.5,11.75,0.43
9000,45,0,15,0,6,2.45
9250,45,0,14.33,0.94,5.67,2.62
9500,44.5,0.5,12.33,0.47,11,1.41
9750,44.5,0.5,12,0,14.5,0.87
10000,44.5,0.5,13.67,0.47,15,0
10250,44.67,0.47,15,0,15.33,0.47
10500,44.5,0.5,15,0,14.25,0.83
10750,44.33,0.47,14,0.82,14.75,1.64
11000,44.5,0.5,13,0.71,15.75,0.43
11250,44.75,0.43,12.75,0.43,15,0
11500,44.75,0.43,13.25,0.43,14,0.71
11750,44.75,0.43,12,0,13.5,1.12
12000,44.5,0.5,12,0,15,0
12250,44.67,0.47,12,0,15,0
12500,44.4,0.49,12,0,15,0
12750,44.67,0.47,13,1,15,0
13000,44.5,0.5,12,0,15.25,0.43
13250,44.5,0.5,12.5,0.87,15.25,0.43
13500,44.75,0.43,12,0,15,0
13750,44.75,0.43,12,0,15,0
14000,44.33,0.47,11.67,0.47,14.5,0.5
14250,43.25,1.09,7.33,3.3,12,0
14500,42.5,0.5,10.33,4.64,12,3.67
14750,43.75,0.43,14.25,1.48,15,0.82
15000,45,0,10,1.41,15.5,0.5
15250,45,0,9.5,0.5,15,0
15500,45,0,12,2.12,14,0.71
15750,44.75,0.43,15,0,14,1.41
16000,44.5,0.5,13,1.22,16,1.22
16250,43.5,0.5,14.67,0.47,15,0
16500,43.67,0.47,15.5,0.87,13.5,1.5
16750,44.33,0.47,18,0,9,0.82
17000,44.5,0.5,18,0,9,0
17250,44.5,0.5,18,0,8.25,0.83
17500,44.5,0.5,17.25,0.83,9.75,1.79
17750,43.75,0.83,15.25,0.43,13.75,1.3
18000,43.5,0.5,15.5,0.5,15,0
18250,43.5,0.5,15,0,15,0
18500,43.75,0.43,15.75,0.83,14.5,0.87
18750,44.5,0.5,18,0,13.75,1.3
19000,45,0.71,18,0,14,0.71
19250,45.75,0.83,18.5,0.5,13.75,0.83
19500,42.5,0.5,19,0.71,14.75,1.79
19750,44,1,16.33,1.25,18.67,0.94
20000,45.5,0.5,12.75,0.83,18.75,1.3
20250,45.25,0.43,16,1,18,0
20500,45.25,0.43,17,0,18.5,0.5
20750,46.5,1.5,14.67,0.47,16,1.63
21000,44.8,0.75,14.2,0.75,12.25,0.43
21250,42.5,0.5,12.5,0.87,12,2.12
21500,42.5,0.5,8.75,0.43,5.67,0.94
21750,42.67,0.47,13,1.41,13.25,5.45
22000,42.5,0.5,14.75,0.43,9.5,3.84
